MO_1179-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
bone,,,,,,,,,,,,
,ANKRD34A,1q21.1,AMP,6%,2.40%,,,,,,,
,ANKRD35,1q21.1,AMP,NA,2.40%,,,,,,,
,ANLN,7p15-p14,AMP,42%,1.20%,,,,,,,
,ANO1,11q13.3,AMP,16%,5.90%,,,,,,,
,ANP32E,1q21.2,AMP,48%,5.30%,,,,,,,
,ANXA2R,5p12,AMP,92%,0.60%,,,,,,,
,ANXA6,5q33.1,AMP,26%,1.80%,,,,,,,
,ANXA9,1q21,AMP,4%,5.90%,,,,,,,
,AOAH,7p14-p12,AMP,NA,1.80%,,,,,,,
,AP5Z1,7p22.2,AMP,12%,3.50%,,,,,,,
,APBB3,5q31,AMP,40%,0.60%,,,,,,,
,APH1A,1p36.13-q31.3,AMP,14%,5.30%,,,,,,,
,APLNR,11q12,AMP,82%,1.20%,,,,,,,
,APMAP,20p11.2,AMP,2%,2.40%,,,,,,,
,APOA1BP,1q21,AMP,12%,1.20%,,,,,,,
,AQP1,7p14,AMP,NA,1.80%,,,,,,,
,AQP10,1q21.3,AMP,NA,5.30%,,,,,,,
,AQP11,11q14.1,AMP,6%,1.20%,,,,,,,
,ARAP1,11q13.4,AMP,14%,0.60%,,,,,,,
,ARAP3,5q31.3,AMP,46%,1.80%,,,,,,,
,ARFGAP1,20q13.33,AMP,18%,5.90%,,,,,,,
,ARFRP1,20q13.3,AMP,12%,4.10%,,,,,,,
,ARHGAP26,5q31,AMP,24%,0.60%,,,,,,,
,ARHGDIG,16p13.3,AMP,34%,4.10%,,,,,,,
,ARHGEF10,8p23,AMP,50%,1.80%,,,,,,,
,ARHGEF17,11q13.4,AMP,28%,0.60%,,,,,,,
,ARHGEF2,1q21-q22,AMP,44%,1.80%,,,,,,,
,ARHGEF37,5q32,AMP,8%,2.40%,,,,,,,
,ARHGEF4,2q22,AMP,12%,2.40%,,,,,,,
,ARL10,5q35.2,AMP,38%,2.40%,,,,,,,
,ARL2,11q13,AMP,6%,2.40%,,,,,,,
,ARL2-SNX15,11q,AMP,NA,2.40%,,,,,,,
,ARL4A,7p21.3,AMP,46%,1.20%,,,,,,,
,ARL6,3q11.2,AMP,NA,0.60%,,,,,,,
,ARL6IP4,12q24.31,AMP,8%,2.90%,,,,,,,
,ARMC8,3q22.3,AMP,6%,2.90%,,,,,,,
,ARNT,1q21,AMP,10%,5.90%,,,,,,,
,ARSI,5q32,AMP,38%,1.80%,,,,,,,
,ASH1L,1q22,AMP,16%,3.50%,,,,,,,
,ASL,7q11.21,AMP,12%,1.80%,,,,,,,
,ASPG,14q32.33,AMP,NA,3.50%,,,,,,,
,ATG16L2,11q13.4,AMP,52%,0.60%,,,,,,,
,ATG2A,11q13.1,AMP,10%,2.40%,,,,,,,
,ATOX1,5q32,AMP,12%,1.80%,,,,,,,
,ATP10B,5q34,AMP,34%,1.80%,,,,,,,
,ATP1B3,3q23,AMP,8%,2.90%,,,,,,,
,ATP5I,4p16.3,AMP,14%,1.80%,,,,,,,
,ATP8B2,1q21.3,AMP,26%,5.30%,,,,,,,
,ATR,3q23,AMP,4%,3.50%,,,,,,,
,AUTS2,7q11.22,AMP,26%,0.60%,,,,,,,
,AVL9,7p14.3,AMP,6%,1.20%,,,,,,,
,AXIN1,16p13.3,AMP,4%,4.10%,,,,,,,
,B3GNT1,11q13.2,AMP,12%,2.40%,,,,,,,
,B4GALT7,5q35.2-q35.3,AMP,8%,5.30%,,,,,,,
,BAD,11q13.1,AMP,12%,2.40%,,,,,,,
,BANF1,11q13.1,AMP,6%,2.40%,,,,,,,
,BATF2,11q13.1,AMP,50%,2.40%,,,,,,,
,BAZ1B,7q11.23,AMP,4%,2.40%,,,,,,,
,BBS1,11q13,AMP,NA,1.80%,,,,,,,
,BBS9,7p14,AMP,16%,1.20%,,,,,,,
,BCAN,1q31,AMP,32%,1.20%,,,,,,,
,BCL7B,7q11.23,AMP,2%,2.40%,,,,,,,
,BCL9,1q21,AMP,8%,2.40%,,,,,,,
,BGLAP,1q22,AMP,NA,1.20%,,,,,,,
,BHLHE23,20q13.33,AMP,NA,5.90%,,,,,,,
,BIRC7,20q13.3,AMP,32%,5.90%,,,,,,,
,BLK,8p23-p22,AMP,NA,0.60%,,,,,,,
,BLVRA,7p13,AMP,12%,1.20%,,,,,,,
,BMP5,6p12.1,AMP,NA,2.40%,,,,,,,
,BMPER,7p14.3,AMP,NA,1.20%,,,,,,,
,BNIPL,1q21.3,AMP,NA,5.30%,,,,,,,
,BOLA1,1q21,AMP,10%,2.40%,,,,,,,
,BPESC1,3q23,AMP,NA,2.40%,,,,,,,
,BPY2,Yq11,HOMDEL,NA,10.00%,,,,,,,
,BPY2B,Yq11.223,HOMDEL,NA,10.00%,,,,,,,
,BPY2C,Yq11.223,HOMDEL,NA,10.00%,,,,,,,
,BRAT1,7p22.3,AMP,8%,5.30%,,,,,,,
,BRD9,5p15.33,AMP,8%,4.10%,,,,,,,
,BRF1,14q,AMP,10%,2.90%,,,,,,,
,BRMS1,11q13-q13.2,AMP,6%,2.40%,,,,,,,
,BTBD18,11q12.1,AMP,NA,0.60%,,,,,,,
,BTBD6,14q32,AMP,6%,2.90%,,,,,,,
,BZW2,7p21.1,AMP,6%,1.20%,,,,,,,
,C11ORF24,11q13,AMP,12%,4.70%,,,,,,,
,C11ORF31,11q12.1,AMP,12%,0.60%,,,,,,,
,C11ORF68,11q13.1,AMP,8%,1.80%,,,,,,,
,C11ORF80,11q13.2,AMP,20%,2.40%,,,,,,,
,C11ORF85,11q13.1,AMP,NA,2.40%,,,,,,,
,C11ORF86,11q13.2,AMP,NA,2.90%,,,,,,,
,C14ORF180,14q32.33,AMP,NA,3.50%,,,,,,,
,C14ORF79,14q32.33,AMP,12%,3.50%,,,,,,,
,C14ORF80,14q32.33,AMP,22%,4.70%,,,,,,,
,C16ORF13,16p13.3,AMP,8%,4.10%,,,,,,,
,C1GALT1,7p21.3,AMP,28%,1.20%,,,,,,,
,C1ORF189,1q21.3,AMP,NA,5.30%,,,,,,,
,C1ORF43,1q21.2,AMP,12%,5.30%,,,,,,,
,C1ORF54,1q21.2,AMP,20%,5.30%,,,,,,,
,C1ORF56,1q21.3,AMP,8%,5.30%,,,,,,,
,C1ORF61,1q22,AMP,NA,1.20%,,,,,,,
,C1ORF68,1q21.3,AMP,NA,6.50%,,,,,,,
,C1ORF85,1q22,AMP,36%,1.20%,,,,,,,
,C1QTNF2,5q33.3,AMP,NA,1.80%,,,,,,,
,C1QTNF8,16p13.3,AMP,NA,3.50%,,,,,,,
,C20ORF166,20q13.33,AMP,NA,5.30%,,,,,,,
,C20ORF166-AS1,20q13.33,AMP,56%,5.30%,,,,,,,
,C20ORF195,20q13.33,AMP,68%,3.50%,,,,,,,
,C20ORF27,20p13,AMP,16%,1.20%,,,,,,,
,C2CD4D,1q21.3,AMP,20%,5.30%,,,,,,,
,C3ORF22,3q21.3,AMP,NA,4.10%,,,,,,,
,C3ORF27,3q21,AMP,NA,1.80%,,,,,,,
,C3ORF38,3p11.1,AMP,16%,1.20%,,,,,,,
,C3ORF72,3q22.3,AMP,54%,2.90%,,,,,,,
,C4ORF48,4p16.3,AMP,42%,2.40%,,,,,,,
,C5ORF28,5p12,AMP,8%,0.60%,,,,,,,
,C5ORF34,5p12,AMP,26%,0.60%,,,,,,,
,C5ORF51,5p13.1,AMP,12%,0.60%,,,,,,,
,C5ORF52,5q33.3,AMP,NA,1.80%,,,,,,,
,C5ORF54,5q33.3,AMP,12%,1.80%,,,,,,,
,C5ORF55,5p15.33,AMP,2%,4.10%,,,,,,,
,C6,5p13,AMP,NA,0.60%,,,,,,,
,C7,5p13,AMP,40%,1.20%,,,,,,,
,C7ORF25,7p14.1,AMP,NA,1.20%,,,,,,,
,C7ORF26,7p22.1,AMP,6%,7.60%,,,,,,,
,C7ORF31,7p15.3,AMP,30%,1.20%,,,,,,,
,C7ORF50,7p22.3,AMP,10%,5.90%,,,,,,,
,C7ORF57,7p12.3,AMP,70%,1.20%,,,,,,,
,C7ORF65,7p12.3,AMP,NA,1.80%,,,,,,,
,C7ORF69,7p12.3,AMP,NA,1.20%,,,,,,,
,C7ORF71,7p15.2,AMP,NA,2.40%,,,,,,,
,C7ORF72,7p12.2,AMP,NA,1.80%,,,,,,,
,C8ORF12,8p23.1,AMP,NA,0.60%,,,,,,,
,C8ORF74,8p23.1,AMP,NA,0.60%,,,,,,,
,CA14,1q21,AMP,6%,5.30%,,,,,,,
,CA4,17q23,HOMDEL,NA,0.60%,,,,,,,
,CABLES2,20q13.33,AMP,8%,5.90%,,,,,,,
,CABP2,11q13.1,AMP,NA,4.70%,,,,,,,
,CABP4,11q13.2,AMP,NA,4.10%,,,,,,,
,CACNA1H,16p13.3,AMP,50%,3.50%,,,,,,,
,CADM2,3p12.1,AMP,42%,0.60%,,,,,,,
,CALN1,7q11,AMP,58%,1.20%,,,,,,,
,CAMK2A,5q32,AMP,36%,1.80%,,,,,,,
,CAMK2B,7p14.3-p14.1,AMP,10%,1.80%,,,,,,,
,CAPN1,11q13,AMP,16%,2.40%,,,,,,,
,CAPN15,16p13.3,AMP,6%,4.10%,,,,,,,
,CAPN5,11q14,AMP,42%,1.20%,,,,,,,
,CARD11,7p22,AMP,NA,4.70%,,,,,,,
,CARD6,5p13.1,AMP,68%,0.60%,,,,,,,
,CARNS1,11q13.2,AMP,14%,5.90%,,,,,,,
,CATSPER1,11q12.1,AMP,NA,2.40%,,,,,,,
,CBX3,7p15.2,AMP,2%,1.80%,,,,,,,
,CCDC12,3p21.31,AMP,4%,2.40%,,,,,,,
,CCDC126,7p15.3,AMP,8%,1.20%,,,,,,,
,CCDC127,5p15.33,AMP,6%,4.10%,,,,,,,
,CCDC129,7p14.3,AMP,NA,1.20%,,,,,,,
,CCDC13,3p22.1,AMP,NA,0.60%,,,,,,,
,CCDC152,5p12,AMP,NA,0.60%,,,,,,,
,CCDC37,3q21.3,AMP,NA,4.70%,,,,,,,
,CCDC69,5q33.1,AMP,56%,1.80%,,,,,,,
,CCDC78,16p13.3,AMP,46%,4.10%,,,,,,,
,CCDC85B,11q12.1,AMP,18%,2.40%,,,,,,,
,CCDC86,11q12.2,AMP,20%,0.60%,,,,,,,
,CCDC87,11q13.2,AMP,NA,1.80%,,,,,,,
,CCDC88B,11q12.3,AMP,80%,1.80%,,,,,,,
,CCL28,5p12,AMP,66%,0.60%,,,,,,,
,CCM2,7p13,AMP,22%,1.80%,,,,,,,
,CCND1,11q13,AMP,34%,8.80%,,,,,,,
,CCNJL,5q33.3,AMP,42%,1.80%,,,,,,,
,CCS,11q13,AMP,8%,1.80%,,,,,,,
,CCT3,1q23,AMP,4%,1.20%,,,,,,,
,CCT6A,7p11.2,AMP,2%,1.20%,,,,,,,
,CCT6P1,7q11.21,AMP,4%,2.40%,,,,,,,
,CCT6P3,7q11.21,AMP,30%,2.40%,,,,,,,
,CCZ1,7p22.1,AMP,4%,7.60%,,,,,,,
,CCZ1B,7p22.1,AMP,4%,4.10%,,,,,,,
,CD101,1p13,AMP,54%,1.20%,,,,,,,
,CD14,5q31.1,AMP,68%,0.60%,,,,,,,
,CD160,1q21.1,AMP,28%,2.40%,,,,,,,
,CD2,1p13.1,AMP,58%,1.20%,,,,,,,
,CD248,11q13,AMP,84%,2.40%,,,,,,,
,CD5,11q13,AMP,60%,0.60%,,,,,,,
,CD58,1p13,AMP,46%,1.20%,,,,,,,
,CD6,11q13,AMP,72%,0.60%,,,,,,,
,CD74,5q32,AMP,54%,1.80%,,,,,,,
,CDC14C,7p12.3,AMP,NA,1.80%,,,,,,,
,CDC25B,20p13,AMP,42%,1.80%,,,,,,,
,CDC42BPG,11q13.1,AMP,34%,2.40%,,,,,,,
,CDC42EP2,11q13,AMP,40%,2.40%,,,,,,,
,CDC42SE1,1q21.3,AMP,24%,5.30%,,,,,,,
,CDCA4,14q32.33,AMP,NA,2.90%,,,,,,,
,CDCA5,11q12.1,AMP,34%,2.40%,,,,,,,
,CDCA7L,7p15.3,AMP,38%,1.80%,,,,,,,
,CDHR2,5q35.2,AMP,NA,2.90%,,,,,,,
,CDK13,7p13,AMP,4%,1.80%,,,,,,,
,CDK2AP2,11q13,AMP,2%,5.30%,,,,,,,
,CDX1,5q32,AMP,NA,1.80%,,,,,,,
,CDY1,Yq11.23,HOMDEL,NA,14.10%,,,,,,,
,CDY1B,Yq11.223,HOMDEL,NA,14.10%,,,,,,,
,CELF3,1q21,AMP,44%,5.90%,,,,,,,
,CENPB,20p13,AMP,18%,1.80%,,,,,,,
,CEP170B,14q32.33,AMP,12%,3.50%,,,,,,,
,CEP70,3q22.3,AMP,12%,3.50%,,,,,,,
,CEP72,5p15.33,AMP,16%,4.10%,,,,,,,
,CERS2,1q21.3,AMP,12%,5.90%,,,,,,,
,CFL1,11q13,AMP,12%,2.40%,,,,,,,
,CGGBP1,3p12-p11.1,AMP,16%,1.20%,,,,,,,
,CGN,1q21,AMP,16%,5.30%,,,,,,,
,CHCHD2,7p11.2,AMP,10%,1.80%,,,,,,,
,CHCHD6,3q21.3,AMP,16%,2.90%,,,,,,,
,CHD1L,1q12,AMP,6%,2.40%,,,,,,,
,CHKA,11q13.2,AMP,14%,3.50%,,,,,,,
,CHMP2B,3p11.2,AMP,38%,1.20%,,,,,,,
,CHN2,7p15.3,AMP,42%,1.20%,,,,,,,
,CHRNA4,20q13.33,AMP,30%,5.30%,,,,,,,
,CHRNB2,1q21.3,AMP,34%,4.10%,,,,,,,
,CHST12,7p22,AMP,26%,5.30%,,,,,,,
,CHST13,3q21.3,AMP,80%,4.10%,,,,,,,
,CHST2,3q24,AMP,60%,3.50%,,,,,,,
,CHTF18,16p13.3,AMP,22%,3.50%,,,,,,,
,CHTOP,1q21.3,AMP,4%,4.70%,,,,,,,
,CIART,1q21.2,AMP,36%,5.30%,,,,,,,
,CKS1B,1q21.2,AMP,8%,5.30%,,,,,,,
,CLCF1,11q13.3,AMP,30%,5.90%,,,,,,,
,CLDN23,8p23.1,AMP,NA,0.60%,,,,,,,
,CLDN3,7q11.23,AMP,18%,2.40%,,,,,,,
,CLDN4,7q11.23,AMP,12%,2.40%,,,,,,,
,CLINT1,5q33.3,AMP,8%,1.80%,,,,,,,
,CLIP2,7q11.23,AMP,40%,1.80%,,,,,,,
,CLK2,1q21,AMP,18%,3.50%,,,,,,,
,CLK2P,7p15.3,AMP,NA,1.20%,,,,,,,
,CLN8,8p23,AMP,32%,2.90%,,,,,,,
,CLNS1A,11q13.5-q14,AMP,4%,1.20%,,,,,,,
,CLP1,11q12,AMP,12%,0.60%,,,,,,,
,CLPB,11q13.4,AMP,2%,0.60%,,,,,,,
,CLPTM1L,5p15.33,AMP,6%,4.10%,,,,,,,
,CLSTN2,3q23,AMP,28%,2.40%,,,,,,,
,CLTB,5q35,AMP,6%,2.40%,,,,,,,
,CNBP,3q21,AMP,8%,1.80%,,,,,,,
,CNIH2,11q13.2,AMP,52%,2.40%,,,,,,,
,CNOT8,5q31-q33,AMP,24%,1.20%,,,,,,,
,CNTF,11q12.2,AMP,NA,0.60%,,,,,,,
,COA1,7p13,AMP,4%,1.20%,,,,,,,
,COBL,7p12.1,AMP,26%,2.40%,,,,,,,
,COL20A1,20q13.33,AMP,NA,5.30%,,,,,,,
,COL28A1,7p21.3,AMP,NA,0.60%,,,,,,,
,COL9A3,20q13.3,AMP,30%,5.30%,,,,,,,
,COPB2,3q23,AMP,6%,2.40%,,,,,,,
,COPG1,3q21.3,AMP,8%,1.80%,,,,,,,
,CORO1B,11q13.2,AMP,8%,5.90%,,,,,,,
,COX19,7p22.3,AMP,6%,5.90%,,,,,,,
,CPLX1,4p16.3,AMP,14%,1.80%,,,,,,,
,CPLX2,5q35.2,AMP,NA,1.80%,,,,,,,
,CPNE6,14q11.2,AMP,NA,1.80%,,,,,,,
,CPT1A,11q13.2,AMP,16%,5.90%,,,,,,,
,CPVL,7p15.1,AMP,64%,1.20%,,,,,,,
,CRABP2,1q21.3,AMP,66%,1.20%,,,,,,,
,CRCP,7q11.21,AMP,22%,1.20%,,,,,,,
,CRCT1,1q21,AMP,NA,7.10%,,,,,,,
,CREB3L4,1q21.3,AMP,20%,5.30%,,,,,,,
,CREB5,7p15.1,AMP,48%,1.20%,,,,,,,
,CRHR2,7p14.3,AMP,NA,1.80%,,,,,,,
,CRIP1,14q32.33,AMP,NA,4.70%,,,,,,,
,CRIP2,14q32.3,AMP,54%,4.70%,,,,,,,
,CRIPAK,4p16.3,AMP,6%,1.80%,,,,,,,
,CRNN,1q21,AMP,NA,5.30%,,,,,,,
,CRTC2,1q21.3,AMP,10%,5.90%,,,,,,,
,CSF1R,5q32,AMP,82%,1.80%,,,,,,,
,CSMD1,8p23.2,AMP,NA,1.20%,,,,,,,
,CSNK1A1,5q32,AMP,18%,2.40%,,,,,,,
,CSPG4P1Y,Yq11.23,HOMDEL,NA,14.10%,,,,,,,
,CST1,20p11.21,AMP,62%,2.40%,,,,,,,
,CST2,20p11.21,AMP,20%,2.40%,,,,,,,
,CST3,20p11.21,AMP,60%,2.40%,,,,,,,
,CST4,20p11.21,AMP,38%,2.40%,,,,,,,
,CST5,20p11.21,AMP,NA,2.40%,,,,,,,
,CST6,11q13,AMP,NA,2.40%,,,,,,,
,CST7,20p11.21,AMP,70%,1.80%,,,,,,,
,CTBP1,4p16,AMP,10%,1.80%,,,,,,,
,CTBP1-AS2,4p16.3,AMP,18%,1.80%,,,,,,,
,CTNND1,11q11,AMP,8%,0.60%,,,,,,,
,CTSF,11q13,AMP,18%,1.80%,,,,,,,
,CTSK,1q21,AMP,84%,5.90%,,,,,,,
,CTSS,1q21,AMP,72%,5.90%,,,,,,,
,CTSW,11q13.1,AMP,62%,2.40%,,,,,,,
,CTTN,11q13,AMP,4%,4.70%,,,,,,,
,CXXC5,5q31.2,AMP,10%,0.60%,,,,,,,
,CYCS,7p15.3,AMP,12%,1.20%,,,,,,,
,CYFIP2,5q33.3,AMP,22%,1.80%,,,,,,,
,CYP2W1,7p22.3,AMP,NA,5.90%,,,,,,,
,CYSTM1,5q31.3,AMP,10%,1.20%,,,,,,,
,CYTH3,7p22.1,AMP,34%,12.90%,,,,,,,
,DAB2,5p13.1,AMP,60%,0.60%,,,,,,,
,DAGLB,7p22.1,AMP,6%,10.60%,,,,,,,
,DAP3,1q22,AMP,4%,1.20%,,,,,,,
,DAZ1,Yq11.223,HOMDEL,34%,10.60%,,,,,,,
,DAZ2,Yq11.223,HOMDEL,34%,12.40%,,,,,,,
,DAZ3,Yq11.223,HOMDEL,52%,12.40%,,,,,,,
,DAZ4,Yq11.223,HOMDEL,60%,11.80%,,,,,,,
,DBN1,5q35.3,AMP,34%,5.30%,,,,,,,
,DBNL,7p13,AMP,8%,1.80%,,,,,,,
,DBR1,3q22.3,AMP,6%,2.90%,,,,,,,
,DCST1,1q22,AMP,44%,5.30%,,,,,,,
,DCST2,1q22,AMP,NA,5.30%,,,,,,,
,DCTN4,5q31-q32,AMP,16%,1.20%,,,,,,,
,DDC,7p12.2,AMP,NA,1.80%,,,,,,,
,DDX11L10,16p13.3,AMP,NA,4.10%,,,,,,,
,DDX41,5q35.3,AMP,6%,5.30%,,,,,,,
,DDX56,7p13,AMP,8%,1.20%,,,,,,,
,DECR2,16p13.3,AMP,8%,4.10%,,,,,,,
,DEFA1,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFA10P,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFA1B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFA3,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFA4,8p23,AMP,NA,0.60%,,,,,,,
,DEFA5,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFA6,8p23.1,AMP,NA,1.20%,,,,,,,
,DEFB1,8p23.1,AMP,NA,1.20%,,,,,,,
,DEFB103A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB103B,8p23,AMP,NA,0.60%,,,,,,,
,DEFB104A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB104B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB105A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB105B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB106A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB106B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB107A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB107B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB108B,11q13.4,AMP,NA,1.20%,,,,,,,
,DEFB109P1B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB115,20q11.1,AMP,NA,0.60%,,,,,,,
,DEFB116,20q11.21,AMP,NA,0.60%,,,,,,,
,DEFB4A,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFB4B,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFT1P,8p23.1,AMP,NA,0.60%,,,,,,,
,DEFT1P2,8p23.1,AMP,NA,0.60%,,,,,,,
,DENND4B,1q21,AMP,22%,5.90%,,,,,,,
,DFNA5,7p15,AMP,28%,1.20%,,,,,,,
,DGKB,7p21.2,AMP,54%,1.20%,,,,,,,
,DGKQ,4p16.3,AMP,36%,1.80%,,,,,,,
,DHCR7,11q13.4,AMP,8%,3.50%,,,,,,,
,DIAPH1,5q31,AMP,6%,0.60%,,,,,,,
,DKFZP434L192,7p11.2,AMP,NA,1.80%,,,,,,,
,DKFZP586I1420,7p14.3,AMP,NA,1.20%,,,,,,,
,DLGAP2,8p23,AMP,16%,2.90%,,,,,,,
,DNAH1,3p21.1,AMP,26%,2.40%,,,,,,,
,DNAH11,7p21,AMP,42%,1.80%,,,,,,,
,DNAJB8,3q21.3,AMP,NA,2.40%,,,,,,,
,DNAJB8-AS1,3q21.3,AMP,NA,2.40%,,,,,,,
,DNAJC18,5q31.2,AMP,6%,0.60%,,,,,,,
,DNAJC30,7q11.23,AMP,NA,2.40%,,,,,,,
,DNAJC4,11q13,AMP,8%,2.40%,,,,,,,
,DNAJC5,20q13.33,AMP,6%,4.10%,,,,,,,
,DND1,5q31.3,AMP,NA,0.60%,,,,,,,
,DOC2GP,11q13.2,AMP,NA,4.70%,,,,,,,
,DOK3,5q35.3,AMP,64%,4.70%,,,,,,,
,DPF2,11q13,AMP,6%,2.40%,,,,,,,
,DPM3,1q22,AMP,10%,4.70%,,,,,,,
,DPP3,11q12-q13.1,AMP,8%,1.80%,,,,,,,
,DPY19L1,7p14.3-p14.2,AMP,38%,1.20%,,,,,,,
,DPY19L1P1,7p14.3,AMP,NA,1.80%,,,,,,,
,DPY19L2P1,7p14.2,AMP,48%,1.20%,,,,,,,
,DPY19L2P3,7p15.1,AMP,NA,1.20%,,,,,,,
,DRAP1,11q13.3,AMP,8%,2.40%,,,,,,,
,DTX4,11q12.1,AMP,70%,0.60%,,,,,,,
,EBF1,5q34,AMP,52%,1.80%,,,,,,,
,ECM1,1q21,AMP,40%,5.30%,,,,,,,
,ECSCR,5q31.2,AMP,48%,0.60%,,,,,,,
,EEF1A2,20q13.3,AMP,48%,4.70%,,,,,,,
,EEFSEC,3q21.3,AMP,8%,2.40%,,,,,,,
,EEPD1,7p14.2,AMP,10%,1.20%,,,,,,,
,EFCAB12,3q21.3,AMP,NA,1.80%,,,,,,,
,EFCC1,3q21.3,AMP,8%,1.80%,,,,,,,
,EFEMP2,11q13.1,AMP,64%,2.40%,,,,,,,
,EFNA1,1q21-q22,AMP,14%,4.70%,,,,,,,
,EFNA3,1q21-q22,AMP,NA,4.70%,,,,,,,
