MO_1008-Tumor Bone,,,,,,,
CRPC,,,,,,,
bone,,,,,,,
,LCE1D,1q21.3,AMP,6.50%,,,
,LCE1E,1q21.3,AMP,6.50%,,,
,LCE1F,1q21.3,AMP,6.50%,,,
,LCE2A,1q21.3,AMP,6.50%,,,
,LCE2B,1q21,AMP,6.50%,,,
,LCE2C,1q21.3,AMP,6.50%,,,
,LCE2D,1q21.3,AMP,6.50%,,,
,LCE3A,1q21.3,AMP,6.50%,,,
,LCE3B,1q21.3,AMP,6.50%,,,
,LCE3C,1q21.3,AMP,6.50%,,,
,LCE3D,1q21,AMP,6.50%,,,
,LCE3E,1q21.3,AMP,6.50%,,,
,LCE4A,1q21.3,AMP,6.50%,,,
,LCE5A,1q21.3,AMP,6.50%,,,
,LCE6A,1q21.3,AMP,5.30%,,,
,LELP1,1q21.3,AMP,4.70%,,,
,LENEP,1q22,AMP,5.30%,,,
,LILRA1,19q13.4,AMP,1.80%,,,
,LILRA2,19q13.4,AMP,1.20%,,,
,LILRB1,19q13.4,AMP,2.90%,,,
,LILRB4,19q13.4,AMP,1.80%,,,
,LINC00051,8q24.3,AMP,14.70%,,,
,LINC00514,16p13.3,AMP,5.90%,,,
,LOC100130298,8q12.2,HOMDEL,1.20%,,,
,LOC100130301,8q21.11,AMP,14.70%,,,
,LOC100132891,8q13.3,AMP,14.10%,,,
,LOC100133669,8q24.3,AMP,12.90%,,,
,LOC100288181,8q24.3,AMP,13.50%,,,
,LOC100288255,,HOMDEL,0.60%,,,
,LOC100505666,,AMP,4.70%,,,
,LOC100505718,,AMP,11.20%,,,
,LOC100507501,,AMP,2.40%,,,
,LOC286094,8q24.22,AMP,10.60%,,,
,LOC286189,8q13.1,AMP,10.00%,,,
,LOC286190,8q13.2,AMP,10.60%,,,
,LOC339975,4q35.2,HOMDEL,0.60%,,,
,LOC392232,8q13.3,AMP,14.70%,,,
,LOC641367,19p12,AMP,2.90%,,,
,LOC731779,8q24.3,AMP,14.70%,,,
,LOR,1q21,AMP,4.70%,,,
,LRRC14,8q24.3,AMP,12.40%,,,
,LRRC24,8q24.3,AMP,12.40%,,,
,LRRC6,8q24.22,AMP,10.60%,,,
,LY6D,8q24,AMP,13.50%,,,
,LY6E,8q24.3,AMP,12.90%,,,
,LY6H,8q24.3,AMP,11.80%,,,
,LY6K,8q24.3,AMP,13.50%,,,
,LY96,8q21.11,AMP,12.40%,,,
,LYNX1,8q24.3,AMP,13.50%,,,
,LYPD2,8q24.3,AMP,13.50%,,,
,MAF1,8q24.3,AMP,12.40%,,,
,MAFA,8q24.3,AMP,13.50%,,,
,MAPK15,,AMP,13.50%,,,
,MCMDC2,8q13.1,AMP,9.40%,,,
,MEFV,16p13.3,AMP,2.90%,,,
,MFSD3,8q24.3,AMP,12.40%,,,
,MICAL3,22q11.21,HOMDEL,0.60%,,,
,MIR-1270-2/1270,,AMP,2.40%,,,
,MIR-190B/190B,,AMP,5.30%,,,
,MIR-4258/4258,,AMP,5.30%,,,
,MIR1204,,AMP,11.80%,,,
,MIR1205,,AMP,11.80%,,,
,MIR1206,,AMP,11.80%,,,
,MIR1207,,AMP,11.20%,,,
,MIR1208,8q24.21,AMP,10.60%,,,
,MIR1234,,AMP,12.40%,,,
,MIR125A,19q13.41,AMP,1.20%,,,
,MIR1270-1,,AMP,2.40%,,,
,MIR190B,1q21.3,AMP,5.30%,,,
,MIR30B,8q24.22,AMP,11.80%,,,
,MIR30D,8q24.22,AMP,11.80%,,,
,MIR4258,,AMP,5.30%,,,
,MIR4472-1,,AMP,14.70%,,,
,MIR4664,,AMP,13.50%,,,
,MIR555,1q22,AMP,3.50%,,,
,MIR643,19q13.41,AMP,1.80%,,,
,MIR648,22q11.21,HOMDEL,1.20%,,,
,MIR661,8q24.3,AMP,14.10%,,,
,MIR92B,1q22,AMP,4.70%,,,
,MIR937,8q24.3,AMP,13.50%,,,
,MIR939,8q24.3,AMP,12.40%,,,
,MMP25,16p13.3,AMP,5.30%,,,
,MR1,1q25.3,HOMDEL,0.60%,,,
,MROH1,8q24.3,AMP,12.40%,,,
,MROH6,8q24.3,AMP,14.10%,,,
,MSC,8q21,AMP,12.90%,,,
,MTRNR2L4,16p13.3,AMP,1.80%,,,
,MTSS1,8p22,AMP,10.60%,,,
,MTX1,1q21,AMP,4.10%,,,
,MUC1,1q21,AMP,4.70%,,,
,MUC12,7q22,HOMDEL,0.60%,,,
,MYC,8q24.21,AMP,11.80%,,,
,NAA60,16p13.3,AMP,2.40%,,,
,NAPRT1,8q24.3,AMP,14.10%,,,
,NCOA2,8q13.3,AMP,10.60%,,,
,NCOA4,10q11.2,HOMDEL,1.20%,,,
,NDRG1,8q24.3,AMP,11.20%,,,
,NDUFB9,8q13.3,AMP,10.00%,,,
,NLRC3,16p13.3,AMP,2.40%,,,
,NMRAL1,16p13.3,AMP,2.90%,,,
,NPR1,1q21-q22,AMP,5.30%,,,
,NRBP2,8q24.3,AMP,14.10%,,,
,NSMCE2,8q24.13,AMP,11.80%,,,
,NUP210L,1q21.3,AMP,5.30%,,,
,OC90,8q24.22,AMP,10.60%,,,
,OPLAH,8q24.3,AMP,13.50%,,,
,OR1F1,16p13.3,AMP,2.90%,,,
,OR1F2P,16p13.3,AMP,2.90%,,,
,OR2C1,16p13.3,AMP,1.80%,,,
,PAM16,16p13.3,AMP,3.50%,,,
,PAQR4,16p13.3,AMP,5.30%,,,
,PARP10,8q24.3,AMP,14.10%,,,
,PBOV1,6q23.3,HOMDEL,1.80%,,,
,PBXIP1,1q21.3,AMP,5.30%,,,
,PCAT1,8q24.21,AMP,11.80%,,,
,PERP,6q24,HOMDEL,1.20%,,,
,PGLYRP3,1q21,AMP,4.10%,,,
,PGLYRP4,1q21,AMP,4.10%,,,
,PHF20L1,8q24.22,AMP,10.00%,,,
,PKLR,1q21,AMP,3.50%,,,
,PKMYT1,16p13.3,AMP,5.90%,,,
,PLEC,8q24,AMP,14.10%,,,
,PMVK,1q22,AMP,5.30%,,,
,POU5F1B,8q24.21,AMP,11.80%,,,
,POU5F1P4,1q22,AMP,3.50%,,,
,PPP1R16A,8q24.3,AMP,12.40%,,,
,PPP1R42,8q13.1,AMP,9.40%,,,
,PPP2R1A,19q13.41,AMP,1.80%,,,
,PRDM14,8q13.3,AMP,10.00%,,,
,PREX2,8q13.2,AMP,10.60%,,,
,PRR9,1q21.3,AMP,4.70%,,,
,PRSS21,16p13.3,AMP,5.30%,,,
,PRSS22,16p13.3,AMP,5.30%,,,
,PRSS27,16p13.3,AMP,7.10%,,,
,PRSS30P,16p13.3,AMP,5.30%,,,
,PRSS33,16p13.3,AMP,5.30%,,,
,PRSS41,16p13.3,AMP,5.30%,,,
,PSCA,8q24.2,AMP,13.50%,,,
,PTK2,8q24.3,AMP,12.90%,,,
,PTP4A3,8q24.3,AMP,14.70%,,,
,PTPRB,12q15-q21,HOMDEL,0.60%,,,
,PUF60,8q24.3,AMP,14.10%,,,
,PVT1,8q24,AMP,11.20%,,,
,PYCRL,8q24.3,AMP,14.10%,,,
,PYGO2,1q21.3,AMP,5.30%,,,
,RAB13,1q21.2,AMP,5.90%,,,
,RBMY1A3P,Yp11.2,HOMDEL,2.40%,,,
,RDH10,8q21.11,AMP,12.40%,,,
,RECQL4,8q24.3,AMP,12.40%,,,
,RHPN1,8q24.3,AMP,12.90%,,,
,RHPN1-AS1,8q24,AMP,12.40%,,,
,RING1,6p21.3,HOMDEL,1.80%,,,
,RNF139,8q24,AMP,10.00%,,,
,RPL7,8q21.11,AMP,12.90%,,,
,RPL8,8q24.3,AMP,12.40%,,,
,RPS27,1q21,AMP,5.90%,,,
,RPTN,1q21.3,AMP,5.30%,,,
,RUSC1,1q21-q22,AMP,4.70%,,,
,RUSC1-AS1,1q22,AMP,5.30%,,,
,S100A1,1q21,AMP,4.70%,,,
,S100A12,1q21,AMP,4.10%,,,
,S100A13,1q21,AMP,4.70%,,,
,S100A14,1q21.3,AMP,4.70%,,,
,S100A16,1q21,AMP,4.70%,,,
,S100A2,1q21,AMP,4.70%,,,
,S100A3,1q21,AMP,4.70%,,,
,S100A4,1q21,AMP,4.70%,,,
,S100A5,1q21,AMP,4.70%,,,
,S100A6,1q21,AMP,4.70%,,,
,S100A7,1q21,AMP,4.70%,,,
,S100A7A,1q21.3,AMP,4.70%,,,
,S100A7L2,1q21.3,AMP,4.70%,,,
,S100A8,1q21,AMP,4.10%,,,
,S100A9,1q21,AMP,4.10%,,,
,SBSPON,8q21.11,AMP,14.70%,,,
,SCAMP3,1q21,AMP,4.10%,,,
,SCRIB,8q24.3,AMP,13.50%,,,
,SCRT1,8q24.3,AMP,12.40%,,,
,SCXB,8q24.3,AMP,12.40%,,,
,SEC16B,1q25.2,HOMDEL,0.60%,,,
,SGK3,8q12,AMP,9.40%,,,
,SHARPIN,8q24.3,AMP,12.90%,,,
,SHC1,1q21,AMP,5.30%,,,
,SHE,1q21.3,AMP,5.30%,,,
,SLA,8q24,AMP,10.60%,,,
,SLC27A3,1q21.3,AMP,5.90%,,,
,SLC39A1,1q21,AMP,5.90%,,,
,SLC39A4,8q24.3,AMP,12.40%,,,
,SLC45A4,8q24.3,AMP,14.70%,,,
,SLC50A1,1q22,AMP,4.70%,,,
,SLC52A2,8q24.3,AMP,12.40%,,,
,SLCO5A1,8q13.3,AMP,10.60%,,,
,SLURP1,8q24.3,AMP,13.50%,,,
,SLX4,16p13.3,AMP,2.90%,,,
,SMCP,1q21.3,AMP,4.70%,,,
,SNAPIN,1q21.3,AMP,5.30%,,,
,SNHG6,8q13|8q13,AMP,9.40%,,,
,SNORD87,8q13.1,AMP,9.40%,,,
,SPACA6P,19q13.41,AMP,1.20%,,,
,SPATC1,8q24.3,AMP,14.10%,,,
,SPRR1A,1q21-q22,AMP,4.70%,,,
,SPRR1B,1q21-q22,AMP,4.70%,,,
,SPRR2A,1q21-q22,AMP,4.70%,,,
,SPRR2B,1q21-q22,AMP,4.70%,,,
,SPRR2C,1q21-q22,AMP,4.70%,,,
,SPRR2D,1q21-q22,AMP,4.70%,,,
,SPRR2E,1q21-q22,AMP,4.70%,,,
,SPRR2F,1q21-q22,AMP,4.70%,,,
,SPRR2G,1q21-q22,AMP,4.70%,,,
,SPRR3,1q21-q22,AMP,4.70%,,,
,SPRR4,1q21.3,AMP,4.70%,,,
,SQLE,8q24.1,AMP,10.60%,,,
,SRL,16p13.3,AMP,2.40%,,,
,SRRM2,16p13.3,AMP,5.30%,,,
,ST3GAL1,8q24.22,AMP,11.80%,,,
,STAU2,8q21.11,AMP,12.40%,,,
,STX6,1q25.3,HOMDEL,0.60%,,,
,SULF1,8q13.1,AMP,11.20%,,,
,TATDN1,8q24.13,AMP,10.00%,,,
,TCEB1,8q21.11,AMP,12.40%,,,
,TCEB2,16p12.3,AMP,5.30%,,,
,TCF24,8q13.1,AMP,9.40%,,,
,TCHH,1q21.3,AMP,5.30%,,,
,TCHHL1,1q21.3,AMP,5.30%,,,
,TDRD10,1q21.3,AMP,4.10%,,,
,TERF1,8q21.11,AMP,13.50%,,,
,TFAP4,16p13,AMP,3.50%,,,
,TG,8q24,AMP,10.00%,,,
,THBS3,1q21,AMP,4.10%,,,
,THEM6,8q24.3,AMP,13.50%,,,
,THOC6,16p13.3,AMP,5.90%,,,
,TIGD5,8q24.3,AMP,14.10%,,,
,TIGD7,16p13.3,AMP,1.80%,,,
,TMED10P1,8q24.3,AMP,12.40%,,,
,TMEM249,8q24.3,AMP,12.40%,,,
,TMEM65,8q24.13,AMP,10.00%,,,
,TMEM70,8q21.11,AMP,12.40%,,,
,TMEM71,8q24.22,AMP,10.00%,,,
,TNFRSF12A,16p13.3,AMP,5.90%,,,
,TONSL,8q24.3,AMP,12.40%,,,
,TOP1MT,8q24.3,AMP,12.40%,,,
,TPM3,1q21.2,AMP,5.30%,,,
,TRAM1,8q13.3,AMP,10.60%,,,
,TRAP1,16p13.3,AMP,2.90%,,,
,TRAPPC9,8q24.3,AMP,10.60%,,,
,TRIB1,8q24.13,AMP,11.80%,,,
,TRIM46,1q22,AMP,4.70%,,,
,TRIML1,4q35.2,HOMDEL,0.60%,,,
,TRIML2,4q35.2,HOMDEL,0.60%,,,
,TRMT12,8q24.13,AMP,10.00%,,,
,TRPA1,8q13,AMP,14.70%,,,
,TSNARE1,8q24.3,AMP,14.70%,,,
,TSPEAR,21q22.3,AMP,2.40%,,,
,TSPY1,Yp11.2,HOMDEL,2.40%,,,
,TSPY3,Yp11.2,HOMDEL,2.40%,,,
,TSPY4,Yp11.2,HOMDEL,2.40%,,,
,TSPY8,Yp11.2,HOMDEL,2.40%,,,
,TSTA3,8q24.3,AMP,14.10%,,,
,TTTY11,Yp11.2,HOMDEL,2.40%,,,
,TTTY12,Yp11.2,HOMDEL,2.40%,,,
,TTTY16,Yp11.2,HOMDEL,2.40%,,,
,TTTY18,Yp11.2,HOMDEL,2.40%,,,
,TTTY19,Yp11.2,HOMDEL,2.40%,,,
,TTTY20,Yp11.2,HOMDEL,2.40%,,,
,UBALD1,16p13.3,AMP,4.10%,,,
,UBAP2L,1q21.3,AMP,5.30%,,,
,UBE2Q1,1q21.3,AMP,4.10%,,,
,UBE2W,8q21.11,AMP,12.40%,,,
,VASN,16p13.3,AMP,4.10%,,,
,VN1R2,19q13.42,AMP,0.60%,,,
,VN1R4,19q13.42,AMP,0.60%,,,
,VPS28,8q24.3,AMP,12.40%,,,
,WDR27,6q27,HOMDEL,1.20%,,,
,WISP1,8q24.22,AMP,11.20%,,,
,XKR9,8q13.3,AMP,10.60%,,,
,ZBTB7B,1q21.3,AMP,5.30%,,,
,ZC3H3,8q24.3,AMP,13.50%,,,
,ZFAT,8q24.22,AMP,11.80%,,,
,ZFAT-AS1,8q24.22,AMP,11.80%,,,
,ZFP41,8q24.3,AMP,11.80%,,,
,ZFP42,4q35.2,HOMDEL,0.60%,,,
,ZG16B,16p13.3,AMP,5.30%,,,
,ZNF100,19p12,AMP,2.90%,,,
,ZNF137P,19q13.4,AMP,1.20%,,,
,ZNF14,19p13.11,AMP,1.80%,,,
,ZNF16,8q24,AMP,12.40%,,,
,ZNF160,19q13.42,AMP,0.60%,,,
,ZNF174,16p13.3,AMP,1.80%,,,
,ZNF200,16p13.3,AMP,2.90%,,,
,ZNF205,16p13.3,AMP,5.30%,,,
,ZNF208,19p12,AMP,2.90%,,,
,ZNF213,16p13.3,AMP,4.10%,,,
,ZNF250,8q24.3,AMP,12.40%,,,
,ZNF251,8q24.3,AMP,12.40%,,,
,ZNF252P,8q24.3,AMP,12.40%,,,
,ZNF252P-AS1,8q24.3,AMP,12.40%,,,
,ZNF253,19p13.11,AMP,2.40%,,,
,ZNF257,19q13,AMP,2.90%,,,
,ZNF263,16p13.3,AMP,2.40%,,,
,ZNF28,19q13.41,AMP,0.60%,,,
,ZNF320,19q13.41,AMP,0.60%,,,
,ZNF321P,19q13.41,AMP,0.60%,,,
,ZNF34,8q24.3,AMP,12.40%,,,
,ZNF347,19q13.42,AMP,0.60%,,,
,ZNF350,19q13.41,AMP,1.20%,,,
,ZNF415,19q13.42,AMP,0.60%,,,
,ZNF429,19p12,AMP,2.90%,,,
,ZNF43,19p13.1-p12,AMP,2.90%,,,
,ZNF430,19p12,AMP,2.40%,,,
,ZNF431,19p12,AMP,2.90%,,,
,ZNF432,19q13.41,AMP,1.20%,,,
,ZNF468,19q13.41,AMP,0.60%,,,
,ZNF480,19q13.41,AMP,1.20%,,,
,ZNF486,19p12,AMP,2.40%,,,
,ZNF492,19p12,AMP,2.90%,,,
,ZNF493,19p12,AMP,2.90%,,,
,ZNF506,19p13.11,AMP,1.80%,,,
,ZNF517,8q24.3,AMP,12.40%,,,
,ZNF525,19q13.42,AMP,0.60%,,,
,ZNF528,19q13,AMP,1.20%,,,
,ZNF534,19q13.41,AMP,1.20%,,,
,ZNF572,8q24.13,AMP,10.60%,,,
,ZNF577,19q13.41,AMP,1.20%,,,
,ZNF578,19q13.41,AMP,1.20%,,,
,ZNF597,16p13.3,AMP,1.80%,,,
,ZNF600,19q13.41,AMP,0.60%,,,
,ZNF610,19q13.41,AMP,1.20%,,,
,ZNF611,19q13.41,AMP,0.60%,,,
,ZNF613,19q13.41,AMP,1.20%,,,
,ZNF614,19q13.41,AMP,1.20%,,,
,ZNF615,19q13.41,AMP,1.20%,,,
,ZNF616,19q13.41,AMP,0.60%,,,
,ZNF623,8q24.3,AMP,13.50%,,,
,ZNF626,19p12,AMP,2.40%,,,
,ZNF649,19q13.41,AMP,1.20%,,,
,ZNF665,19q13.42,AMP,0.60%,,,
,ZNF675,19p12,AMP,2.90%,,,
,ZNF676,19p12,AMP,2.90%,,,
,ZNF677,19q13.42,AMP,0.60%,,,
,ZNF681,19p12,AMP,2.40%,,,
,ZNF682,19p12,AMP,2.40%,,,
,ZNF696,8q24.3,AMP,11.80%,,,
,ZNF7,8q24,AMP,12.40%,,,
,ZNF701,19q13.41,AMP,1.20%,,,
,ZNF702P,19q13.41,AMP,0.60%,,,
,ZNF707,8q24.3,AMP,13.50%,,,
,ZNF708,19p12,AMP,2.90%,,,
,ZNF714,19p12,AMP,2.90%,,,
,ZNF724P,19p12,AMP,2.90%,,,
,ZNF729,19p12,AMP,2.90%,,,
,ZNF737,19p12,AMP,2.40%,,,
,ZNF738,19p12,AMP,2.90%,,,
,ZNF75A,16p13.3,AMP,1.80%,,,
,ZNF766,19q13.41,AMP,1.20%,,,
,ZNF808,19q13.41,AMP,1.20%,,,
,ZNF816,19q13.41,AMP,0.60%,,,
,ZNF816-ZNF321P,19q,AMP,0.60%,,,
,ZNF826P,19p12,AMP,2.40%,,,
,ZNF83,19q13.3,AMP,0.60%,,,
,ZNF836,19q13.41,AMP,1.20%,,,
,ZNF841,19q13.41,AMP,1.20%,,,
,ZNF845,19q13.42,AMP,0.60%,,,
,ZNF85,19p12,AMP,2.40%,,,
,ZNF880,19q13.41,AMP,1.20%,,,
,ZNF90,19p12,AMP,2.40%,,,
,ZNF91,19p12,AMP,2.90%,,,
,ZNF93,19p12,AMP,2.40%,,,
,ZNF98,19p12,AMP,2.90%,,,
,ZNF99,19p12,AMP,2.90%,,,
,ZSCAN10,16p13.3,AMP,5.30%,,,
,ZSCAN32,16p13.3,AMP,1.80%,,,
