,WRAP53,17p13.1,HOMDEL,4
,PSMD6,1
,MIR-3168/3168,,HOMDEL,4
,INSL4,1
,GPR12,13q12,HOMDEL,1
,MIR320D1,13q14.11,HOMDEL,4
,TMEM95,17p13.1,HOMDEL,1
,MYH4,17p13.1,HOMDEL,1
,MIR2276,,HOMDEL,1
,MPHOSPH8,13q12.11,HOMDEL,4
,C17ORF74,17p13.1,HOMDEL,2
,COG5,1
,LOC90834,22q13.33,HOMDEL,0
,MIR4499,,HOMDEL,0
,ERICH6B,13q14.13,HOMDEL,3
,MICU2,13q12.11,HOMDEL,1
,RNF17,13q12.12,HOMDEL,1
,MRPS31,13q14.11,HOMDEL,4
,SPEM1,17p13.1,HOMDEL,2
,DIAPH3,13q21.2,HOMDEL,1
,ALG11,13q14.2,HOMDEL,2
,WASF3,13q12,HOMDEL,1
,DLEU7,13q14.3,HOMDEL,5
,MYH1,17p13.1,HOMDEL,1
,DERL2,17p13.2,HOMDEL,2
,ZBED4,22q13.33,HOMDEL,0
,EIF4A1,17p13,HOMDEL,4
,ZC3H13,13q14.13,HOMDEL,3
,LOC730668,22q13.31,HOMDEL,1
,AMER2,13q12.13,HOMDEL,1
,ADPRM,17p13.1,HOMDEL,3
,MIR497,17p13.1,HOMDEL,1
,DGKH,13q14.11,HOMDEL,4
,ZZEF1,17p13.2,HOMDEL,2
,MLLT4-AS1,6q27,HOMDEL,1
,TRABD,22q13.33,HOMDEL,0
,CTC1,17p13.1,HOMDEL,4
,MIR4520B,,HOMDEL,2
,MINK1,17p13.2,HOMDEL,1
,ITGA1,1
,SPAG7,17p13.2,HOMDEL,1
,TNFSF13,17p13.1,HOMDEL,1
,SPATA22,17p13.3,HOMDEL,1
,MIR4762,,HOMDEL,1
,GSX1,13q12.2,HOMDEL,1
,GJB2,13q11-q12,HOMDEL,0
,ARHGEF15,17p13.1,HOMDEL,1
,PLD2,17p13.1,HOMDEL,3
,GRAMD4,22q13.31,HOMDEL,0
,ADM2,22q13.33,HOMDEL,0
,DNAH2,17p13.1,HOMDEL,3
,OLFM4,13q14.3,HOMDEL,2
,PSMB6,17p13,HOMDEL,2
,TTC38,22q13,HOMDEL,1
,TM4SF5,17p13.3,HOMDEL,2
,MIR3613,,HOMDEL,5
,MIR4305,,HOMDEL,4
,SPDYE5,7q11.23,AMP,8
,CHD3,17p13.1,HOMDEL,3
,OR3A3,17p13.3,HOMDEL,1
,ZMYM5,13q12,HOMDEL,4
,VAMP2,17p13.1,HOMDEL,2
,PCCA,13q32,HOMDEL,0
,UBE2G1,17p13.2,HOMDEL,1
,DLG4,17p13.1,HOMDEL,1
,SNORA67,17p13.1,HOMDEL,5
,MIR4314,,HOMDEL,2
,CLEC10A,17p13.1,HOMDEL,2
,LMF2,22q13.33,HOMDEL,0
,KRBA2,17p13.1,HOMDEL,0
,THBS2,6q27,HOMDEL,0
,CXCL16,17p13,HOMDEL,1
,HES7,17p13.1,HOMDEL,2
,USP12,13q12.13,HOMDEL,1
,MIR4535,,HOMDEL,0
,AGTPBP1,1
,C22ORF34,22q13.33,HOMDEL,0
,ZNF160,1
,SLC2A4,17p13,HOMDEL,1
,LATS2,13q11-q12,HOMDEL,0
,LPAR6,13q14,HOMDEL,7
,TMEM88,17p13.1,HOMDEL,2
,PSPC1,13q12.11,HOMDEL,4
,ATP7B,13q14.3,HOMDEL,2
,NUPL1,13q12.13,HOMDEL,1
,ITM2B,13q14.3,HOMDEL,5
,ZNF594,17p13,HOMDEL,2
,ACAP1,17p13.1,HOMDEL,1
,TNFSF12,17p13,HOMDEL,1
,GPS2,17p13,HOMDEL,2
,PCDH17,13q21.1,HOMDEL,1
,PSMB1,6q27,HOMDEL,2
,TPT1,13q14,HOMDEL,3
,VPS36,13q14.3,HOMDEL,2
,TUBGCP6,22q13.31-q13.33,HOMDEL,0
,NSUN5P1,7q11.23,AMP,11
,PCDHA11,1
,NR2F6,1
,TPTE2,13q12.11,HOMDEL,9
,USP9X,1
,BAZ1A,1
,OR1E2,17p13.3,HOMDEL,1
,SCO2,22q13.33,HOMDEL,0
,PRR20A,13q21.1,HOMDEL,1
,SCO1,17p13.1,HOMDEL,3
,MIR-3676/3676,,HOMDEL,2
,MED11,17p13.2,HOMDEL,1
,MIR324,17p13.1,HOMDEL,2
,SUGT1,13q14.3,HOMDEL,2
,NLGN2,17p13.1,HOMDEL,2
,FAM64A,17p13.2,HOMDEL,2
,LINC00330,13q14.11,HOMDEL,3
,NUP88,17p13.2,HOMDEL,2
,SUPT20H,13q13.3,HOMDEL,3
,EBPL,13q12-q13,HOMDEL,7
,LOC150381,22q13.31,HOMDEL,1
,ATP5EP2,13q12,HOMDEL,1
,GTSE1,22q13.2-q13.3,HOMDEL,1
,C17ORF49,17p13.1,HOMDEL,2
,SHPK,17p13,HOMDEL,0
,MED4,13q14.2,HOMDEL,4
,CCR6,6q27,HOMDEL,1
,TCP10L2,6q27,HOMDEL,1
,LINC00284,13q14.11,HOMDEL,3
,NAA16,13q14.11,HOMDEL,4
,MAPK12,22q13.33,HOMDEL,0
,SNORA27,13q12.2,HOMDEL,1
,YBX2,17p13.1,HOMDEL,1
,CD68,17p13,HOMDEL,2
,GTF2IRD2B,7q11.23,AMP,19
,SLC1A3,1
,CCDC120,1
,XPO4,13q11,HOMDEL,0
,KLF5,13q22.1,HOMDEL,2
,MZT1,13q22.1,HOMDEL,2
,FRMD1,6q27,HOMDEL,1
,P2RX1,17p13.3,HOMDEL,1
,PELP1,17p13.2,HOMDEL,1
,SS18L2,1
,MYH8,17p13.1,HOMDEL,1
,RABL2B,22q13.33,HOMDEL,0
,FOXO1,13q14.1,HOMDEL,4
,MTIF3,13q12.2,HOMDEL,1
,MYH2,17p13.1,HOMDEL,1
,DACT2,6q27,HOMDEL,1
,SCARNA21,17p13.1,HOMDEL,3
,WBSCR16,7q11.23,AMP,20
,GSG2,17p13,HOMDEL,2
,WSCD1,17p13.2,HOMDEL,2
,LINC00324,17p13.1,HOMDEL,4
,PKDREJ,22q13.31,HOMDEL,1
,NAA38,17p13.1,HOMDEL,2
,OR1E1,17p13.3,HOMDEL,2
,CLDN7,17p13.1,HOMDEL,1
,ARSA,22q13.33,HOMDEL,0
,CDX2,13q12.3,HOMDEL,1
,GGT6,17p13.2,HOMDEL,1
,TRPV1,17p13.2,HOMDEL,1
,TRPV3,17p13.2,HOMDEL,1
,SPERT,13q14.13,HOMDEL,3
,CTAGE10P,13q14.2,HOMDEL,7
,ATP2A3,17p13.3,HOMDEL,1
,TRIM73,7q11.23,AMP,10
,CHKB,22q13.33,HOMDEL,0
,KCNAB3,17p13.1,HOMDEL,2
,GABARAP,17p13.1,HOMDEL,1
,NUFIP1,13q14,HOMDEL,3
,MIRLET7A3,22q13.31,HOMDEL,1
,VMO1,17p13.2,HOMDEL,2
,ZNF232,17p13.2,HOMDEL,1
,TMEM256,17p13.1,HOMDEL,2
,TBC1D22A,22q13.3,HOMDEL,0
,KLHL1,13q21,HOMDEL,3
,PHF23,17p13.1,HOMDEL,1
,EMC6,17p13.2,HOMDEL,1
,CDK8,13q12,HOMDEL,1
,N6AMT2,13q12.11,HOMDEL,0
,PCDH9,13q21.32,HOMDEL,3
,TSC22D1,13q14,HOMDEL,3
,HGC6.3,6q27,HOMDEL,1
,EFNB3,17p13.1,HOMDEL,3
,RPL29P2,17p13,HOMDEL,4
,LINC00574,6q27,HOMDEL,0
,CCDC70,13q14.3,HOMDEL,2
,LOC100506713,,HOMDEL,3
,GPR31,6q27,HOMDEL,1
,IDUA,1
,MYH3,17p13.1,HOMDEL,2
,STOML3,13q13.3,HOMDEL,4
,MIR3169,,HOMDEL,1
,ZBTB4,17p13.1,HOMDEL,3
,MIOX,22q13.3,HOMDEL,0
,PCDH8,13q21.1,HOMDEL,2
,THSD1P1,13q14.3,HOMDEL,2
,KIAA0226L,13q14.13,HOMDEL,4
,KIF1C,17p13.2,HOMDEL,1
,SLC25A30,13q14.13,HOMDEL,3
,AKAP11,13q14.11,HOMDEL,4
,PHF10,6q27|Xq28,HOMDEL,1
,GJB6,13q12,HOMDEL,0
,SLC52A1,17p13.2,HOMDEL,1
,OR7E156P,13q21.31,HOMDEL,2
,SLC13A5,17p13.1,HOMDEL,2
,ELP5,17p13.1,HOMDEL,2
,CYB5D2,17p13.2,HOMDEL,2
,LOC100130950,17p13.2,HOMDEL,2
,OTULIN,1
,UTP14C,13q14.2,HOMDEL,2
,C1QTNF9,13q12.12,HOMDEL,2
,TEKT1,17p13.1,HOMDEL,4
,KCNH7,1
,CHRNE,17p13.2,HOMDEL,1
,MAPK8IP2,22q13.33,HOMDEL,0
,UFM1,13q13.3,HOMDEL,4
,CEP57L1,6q21,HOMDEL,2
,TRMU,22q13,HOMDEL,0
,PER1,1
,POSTN,13q13.3,HOMDEL,4
,GJA3,13q12.11,HOMDEL,0
,DACH1,13q22,HOMDEL,3
,SESN1,6q21,HOMDEL,2
,URAD,13q12.2,HOMDEL,1
,MIS12,17p13.2,HOMDEL,2
,FNDC3A,13q14.2,HOMDEL,6
,KIAA0753,17p13.1,HOMDEL,2
,SIPA1L3,1
,SPATA13,13q12.12,HOMDEL,2
,ELF1,13q13,HOMDEL,4
,SHBG,17p13.1,HOMDEL,3
,SNORD102,13q12.2,HOMDEL,1
,RNASEK-C17ORF49,17p,HOMDEL,2
,LHFP,13q12,HOMDEL,4
,RBMY2FP,Yq11.223,AMP,11
,DHX33,17p13.2,HOMDEL,2
,LOC728392,17p13.2,HOMDEL,2
,MRC2,1
,LOC284933,22q13.32,HOMDEL,0
,MTMR6,13q12,HOMDEL,1
,TUBA3C,13q11,HOMDEL,10
,CENPJ,13q12.12,HOMDEL,1
,NCAPH2,22q13.33,HOMDEL,0
,TCTE3,6q27,HOMDEL,1
,AURKB,17p13.1,HOMDEL,2
,MIR-4305/4305,,HOMDEL,4
,TAX1BP3,17p13,HOMDEL,0
,WDR27,6q27,HOMDEL,1
,PLSCR3,17p13.1,HOMDEL,2
,ITGA6,1
,CAB39L,13q14.2,HOMDEL,6
,PRR20E,13q21.1,HOMDEL,1
,ASGR1,17p13.2,HOMDEL,2
,GUCY2D,17p13.1,HOMDEL,2
,SCIMP,17p13.2,HOMDEL,2
,SSX8,Xp11.23,AMP,11
,TNK1,17p13.1,HOMDEL,2
,PRR34,22q13.31,HOMDEL,1
,RPL21P28,1q32.3,HOMDEL,1
,SNORA31,13q14.13,HOMDEL,3
,RNF167,17p13.2,HOMDEL,2
,SLC16A13,17p13.1,HOMDEL,1
,NEK3,13q14.13,HOMDEL,2
,PARP4,13q11,HOMDEL,1
,PMS2P3,7q11.23,AMP,7
,MIR1297,,HOMDEL,1
,LOC284023,17p13.1,HOMDEL,2
,SAT2,17p13.1,HOMDEL,2
,RPL26,17p13,HOMDEL,0
,BCL6B,17p13.1,HOMDEL,1
,POLR1D,13q12.2,HOMDEL,1
,CHKB-CPT1B,22q13.33,HOMDEL,0
,ARMC2,6q21,HOMDEL,2
,CAMKK1,17p13.2,HOMDEL,1
,DNAJC15,13q14.1,HOMDEL,4
,TDRD3,13q21.2,HOMDEL,1
,ATP1B2,17p13.1,HOMDEL,4
,LRCH1,13q14.11,HOMDEL,4
,USP2,1
,MLLT4,6q27,HOMDEL,1
,RCBTB2,13q14.3,HOMDEL,7
,TERF1,1
,IL20RB,1
,PRR20D,13q21.1,HOMDEL,1
,KDM6B,17p13.1,HOMDEL,2
,CNTROB,17p13.1,HOMDEL,2
,GTF3C1,1
,ALOXE3,17p13.1,HOMDEL,2
,TNFSF12-TNFSF13,17p13.1,HOMDEL,1
,PABPC3,13q12-q13,HOMDEL,1
,LINC00327,,HOMDEL,1
,C6ORF120,6q27,HOMDEL,1
,CTNNA2,1
,GTF2F2,13q14,HOMDEL,3
,LOC339685,22q13.31,HOMDEL,0
,ZMYM2,13q11-q12,HOMDEL,0
,MIR-320D-1/320D,,HOMDEL,4
,PRR20B,13q21.1,HOMDEL,1
,ZFP3,17p13.2,HOMDEL,1
,HNRNPA1L2,13q14.3,HOMDEL,2
,ALOX12,17p13.1,HOMDEL,3
,MIR16-1,13q14.2,HOMDEL,5
,NHLRC3,13q13.3,HOMDEL,4
,KCNRG,13q14.2,HOMDEL,5
,RPL23AP82,22q13.33,HOMDEL,0
,C1QTNF9B-AS1,13q12,HOMDEL,1
,TRERF1,1
,SPNS3,17p13.2,HOMDEL,1
,C6ORF123,6q27,HOMDEL,1
,WDFY2,13q14.3,HOMDEL,2
,NEK5,13q14.3,HOMDEL,2
,C17ORF85,17p13.2,HOMDEL,2
,KCTD11,17p13.1,HOMDEL,1
,MIR3201,,HOMDEL,0
,BORA,13q22.1,HOMDEL,2
,SLC25A35,17p13.1,HOMDEL,1
,SLC16A11,17p13.1,HOMDEL,1
,FGF11,17p13.1,HOMDEL,2
,TMEM107,17p13.1,HOMDEL,2
,ASPA,17p13.3,HOMDEL,1
,MIR621,13q14.11,HOMDEL,4
,NR4A3,1
,INCA1,17p13.2,HOMDEL,2
,CPB2,13q14.11,HOMDEL,3
,ALOX15P1,,HOMDEL,2
,LINC00222,6q21,HOMDEL,2
,CERK,22q13.31,HOMDEL,0
,MUC4,1
,DVL2,17p13.1,HOMDEL,1
,RANGRF,17p13.1,HOMDEL,1
,MIR4520A,,HOMDEL,2
,VTA1,1
,C17ORF100,17p13.1,HOMDEL,2
,PCDH20,13q21,HOMDEL,1
,NEURL4,17p13,HOMDEL,1
,ALG12,22q13.33,HOMDEL,0
,USP6,17p13,HOMDEL,1
,TMEM256-PLSCR3,17p,HOMDEL,2
,ALOX15B,17p13.1,HOMDEL,2
,ENO3,17p13.2,HOMDEL,2
,WNT7B,22q13,HOMDEL,1
,PMS2P5,7q11.23,AMP,20
,RCBTB1,13q14,HOMDEL,7
,SENP3,17p13,HOMDEL,1
,ACR,22q13.33,HOMDEL,0
,FAM120B,6q27,HOMDEL,1
,PFN1,17p13.3,HOMDEL,2
,DENND6B,22q13.33,HOMDEL,0
,TMEM220,17p13.1,HOMDEL,3
,CCDC122,13q14.11,HOMDEL,3
,PIBF1,13q22.1,HOMDEL,2
,MRPL57,13q12.11,HOMDEL,1
,BASP1P1,13q12.12,HOMDEL,1
,GATSL2,7q11.23,AMP,21
,COG6,13q14.11,HOMDEL,4
,RNF6,13q12.2,HOMDEL,1
,SERPINE3,13q14.3,HOMDEL,3
,SMTNL2,17p13.2,HOMDEL,1
,GTF3A,13q12.3-q13.1,HOMDEL,1
,ANKRD20A9P,13q11,HOMDEL,10
,ST13P4,13q14.3,HOMDEL,5
,ITGAE,17p13,HOMDEL,2
,TRIM13,13q14,HOMDEL,5
,TXNDC17,17p13.1,HOMDEL,2
,RPL21,13q12.2,HOMDEL,1
,CTNS,17p13,HOMDEL,0
,EHHADH,1
,ARL11,13q14.2,HOMDEL,7
,PPARA,22q13.31,HOMDEL,1
,MIR4521,,HOMDEL,2
,THSD1,13q14.3,HOMDEL,2
,MYBBP1A,17p13.3,HOMDEL,1
,TP53,17p13.1,HOMDEL,3
,MLC1,22q13.33,HOMDEL,0
,SPNS2,17p13.2,HOMDEL,1
,ATP8A2,13q12,HOMDEL,1
,OR3A4P,17p13.3,HOMDEL,2
,USP37,1
,MOV10L1,22q13.33,HOMDEL,0
,FANCB,1
,RB1,13q14.2,HOMDEL,6
,MIR759,,HOMDEL,2
,SBF1,22q13.33,HOMDEL,0
,LINC00548,13q14.11,HOMDEL,4
,TYMP,22q13.33,HOMDEL,0
,FAM216B,13q14.11,HOMDEL,4
,CKAP2,13q14,HOMDEL,2
,PDCD2,6q27,HOMDEL,2
,DHRS12,13q14.3,HOMDEL,2
,INTS6,13q14.3,HOMDEL,3
,MIRLET7B,22q13.31,HOMDEL,1
,ODF4,17p13.1,HOMDEL,0
,IL17D,13q11,HOMDEL,0
,PER1,17p13.1,HOMDEL,2
,PDX1,13q12.1,HOMDEL,1
,C1QTNF9B,13q12.12,HOMDEL,1
,PRR20C,13q21.1,HOMDEL,1
,CTDNEP1,17p13,HOMDEL,2
,CHRNB1,17p13.1,HOMDEL,3
,LINC00282,13q14.3,HOMDEL,2
,XAF1,17p13.1,HOMDEL,2
,SGCG,13q12,HOMDEL,1
,SUCLA2,13q12.2-q13.3,HOMDEL,4
,CDPF1,22q13.31,HOMDEL,1
,FREM2,13q13.3,HOMDEL,4
,TTTY5,Yq11.223,AMP,11
,POM121C,7q11.2,AMP,10
,MIR4763,,HOMDEL,1
,LECT1,13q14.3,HOMDEL,2
,CRELD2,22q13.33,HOMDEL,0
,CCDC129,1
,TPTE2P1,13q12.13,HOMDEL,1
,PPP6R2,22q13.33,HOMDEL,0
,C17ORF59,17p13.1,HOMDEL,2
,ZNF304,1
,RGCC,13q14.11,HOMDEL,4
,ZMYND15,17p13.2,HOMDEL,1
,DLEU2,13q14.3,HOMDEL,5
,FOXO3,6q21,HOMDEL,2
,TRAPPC1,17p13.1,HOMDEL,2
,ITGA4,1
