Reactome Pathway	Sum	Avg	StdDev
Synthesis of PG	1	0.02	0.14142135623731
CD28 dependent Vav1 pathway	3	0.06	0.239897937482095
Interactions of Rev with host cellular proteins	7	0.14	0.728711471134677
Amino acid transport across the plasma membrane	5	0.1	0.303045763365663
Transmission across Chemical Synapses	31	0.62	1.14089116617722
Insulin processing	5	0.1	0.303045763365663
RORA activates circadian gene expression	10	0.2	0.404061017820884
APOBEC3G mediated resistance to HIV-1 infection	0	0	0
Activation of Nicotinic Acetylcholine Receptors	4	0.08	0.27404751561787
Glutamate Neurotransmitter Release Cycle	5	0.1	0.364215679542342
TGFBR1 LBD Mutants in Cancer	13	0.26	0.527218345349884
S Phase	21	0.42	0.835195198985341
Transport of Mature mRNA derived from an Intron-Containing Transcript	13	0.26	0.921622349502246
Loss of Nlp from mitotic centrosomes	9	0.18	0.62889602008729
Cyclin A:Cdk2-associated events at S phase entry	14	0.28	0.701019665507731
Nuclear Pore Complex (NPC) Disassembly	7	0.14	0.728711471134677
Endogenous sterols	7	0.14	0.49528388066742
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	6	0.12	0.47979587496419
Disinhibition of SNARE formation	0	0	0
Oligomerization of connexins into connexons	0	0	0
Interleukin-7 signaling	4	0.08	0.444467119602973
NOD1/2 Signaling Pathway	12	0.24	0.476380914300945
Interleukin-2 signaling	8	0.16	0.509501557146486
STAT6-mediated induction of chemokines	0	0	0
G-protein activation	1	0.02	0.14142135623731
Signaling by Wnt	50	1	1.44278641976601
ATF6-alpha activates chaperones	5	0.1	0.303045763365663
Condensation of Prophase Chromosomes	4	0.08	0.340467865366085
Release of apoptotic factors from the mitochondria	0	0	0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	2	0.04	0.282842712474619
Catecholamine biosynthesis	1	0.02	0.14142135623731
ERK2 activation	0	0	0
Initial triggering of complement	8	0.16	0.467734444106997
Influenza Virus Induced Apoptosis	0	0	0
degradation of DVL	10	0.2	0.67005939426049
Interleukin-6 signaling	5	0.1	0.303045763365663
Cytosolic iron-sulfur cluster assembly	1	0.02	0.14142135623731
Uptake and function of anthrax toxins	2	0.04	0.197948663722157
Estrogen biosynthesis	0	0	0
Removal of the Flap Intermediate	0	0	0
Deadenylation-dependent mRNA decay	9	0.18	0.522552604519197
"Lipid digestion, mobilization, and transport"	9	0.18	0.62889602008729
Sema3A PAK dependent Axon repulsion	6	0.12	0.385449644663773
Transport of the SLBP independent Mature mRNA	7	0.14	0.728711471134677
A third proteolytic cleavage releases NICD	3	0.06	0.239897937482095
Signaling by PDGF	70	1.4	2.31234486517695
Transport of Mature mRNAs Derived from Intronless Transcripts	7	0.14	0.728711471134677
Scavenging by Class B Receptors	1	0.02	0.14142135623731
Alpha-oxidation of phytanate	1	0.02	0.14142135623731
Signaling by Leptin	4	0.08	0.340467865366085
Synthesis of PS	0	0	0
Mitotic Metaphase/Anaphase Transition	0	0	0
Signaling by TGF-beta Receptor Complex	13	0.26	0.527218345349884
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	14	0.28	0.607436903584837
Post-Elongation Processing of the Transcript	7	0.14	0.404565778814466
Breakdown of the nuclear lamina	0	0	0
Membrane Trafficking	26	0.52	1.19931953496088
Binding and entry of HIV virion	0	0	0
Processive synthesis on the lagging strand	0	0	0
p53-Independent G1/S DNA damage checkpoint	10	0.2	0.63887656499994
HDACs deacetylate histones	15	0.3	0.580288457473997
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	0	0	0
S6K1 signalling	0	0	0
Signaling by FGFR1 fusion mutants	8	0.16	0.509501557146486
Advanced glycosylation endproduct receptor signaling	1	0.02	0.14142135623731
Glycolysis	5	0.1	0.462910049886276
Oxidative Stress Induced Senescence	22	0.44	0.836903915192961
Interactions of Vpr with host cellular proteins	7	0.14	0.728711471134677
Coenzyme A biosynthesis	3	0.06	0.239897937482095
Transport of Ribonucleoproteins into the Host Nucleus	7	0.14	0.728711471134677
regulation of FZD by ubiquitination	7	0.14	0.404565778814466
APC/C:Cdc20 mediated degradation of mitotic proteins	10	0.2	0.67005939426049
IRF3-mediated induction of type I IFN	1	0.02	0.14142135623731
Toxicity of botulinum toxin type G (BoNT/G)	1	0.02	0.14142135623731
Synthesis of CL	0	0	0
Nicotinate metabolism	1	0.02	0.14142135623731
TRKA activation by NGF	0	0	0
TWIK related potassium channel (TREK)	0	0	0
Acyl chain remodelling of PC	2	0.04	0.197948663722157
Clathrin derived vesicle budding	8	0.16	0.42185208743524
Triglyceride Biosynthesis	10	0.2	0.451753951452626
Pre-NOTCH Expression and Processing	15	0.3	0.543983793275993
CDT1 association with the CDC6:ORC:origin complex	10	0.2	0.67005939426049
p130Cas linkage to MAPK signaling for integrins	7	0.14	0.404565778814466
Processing of Intronless Pre-mRNAs	1	0.02	0.14142135623731
Thromboxane signalling through TP receptor	1	0.02	0.14142135623731
Regulation of gene expression by Hypoxia-inducible Factor	4	0.08	0.27404751561787
HuR stabilizes mRNA	2	0.04	0.197948663722157
Signal amplification	1	0.02	0.14142135623731
DNA Replication Pre-Initiation	13	0.26	0.803309481114831
Regulation of ornithine decarboxylase (ODC)	10	0.2	0.755928946018454
XBP1(S) activates chaperone genes	4	0.08	0.340467865366085
"Activation, myristolyation of BID and translocation to mitochondria"	1	0.02	0.14142135623731
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0	0	0
Lysosome Vesicle Biogenesis	5	0.1	0.364215679542342
Sodium-coupled phosphate cotransporters	1	0.02	0.14142135623731
betaKlotho-mediated ligand binding	1	0.02	0.14142135623731
SUMOylation	0	0	0
Toxicity of botulinum toxin type E (BoNT/E)	0	0	0
Lysine catabolism	1	0.02	0.14142135623731
Fcgamma receptor (FCGR) dependent phagocytosis	25	0.5	0.90913729009699
Glycerophospholipid biosynthesis	8	0.16	0.42185208743524
Homologous recombination repair of replication-independent double-strand breaks	3	0.06	0.239897937482095
Signaling by FGFR4 mutants	1	0.02	0.14142135623731
Downregulation of ERBB4 signaling	2	0.04	0.197948663722157
ERKs are inactivated	2	0.04	0.197948663722157
Apoptotic execution  phase	11	0.22	0.41845195759648
Cytosolic sulfonation of small molecules	4	0.08	0.27404751561787
Chromatin modifying enzymes	46	0.92	1.38269184372147
Formyl peptide receptors bind formyl peptides and many other ligands	1	0.02	0.14142135623731
Insulin receptor signalling cascade	19	0.38	0.945235096552758
RNA Polymerase II Transcription Initiation And Promoter Clearance	9	0.18	0.388087934491604
Transcriptional  activation of  cell cycle inhibitor p21	5	0.1	0.364215679542342
NFG and proNGF binds to p75NTR	1	0.02	0.14142135623731
Class II GLUTs	1	0.02	0.14142135623731
RNA Polymerase III Transcription Initiation	6	0.12	0.435187034620795
Amino acid synthesis and interconversion (transamination)	2	0.04	0.197948663722157
Metabolism of proteins	126	2.52	3.92397133277094
Interaction With The Zona Pellucida	0	0	0
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	2	0.04	0.197948663722157
MPS IV - Morquio syndrome A	30	0.6	1.16057691494799
MAPK targets/ Nuclear events mediated by MAP kinases	7	0.14	0.452205479752698
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	13	0.26	0.486973158544552
TNF signaling	0	0	0
Assembly of the ORC complex at the origin of replication	2	0.04	0.197948663722157
Free fatty acids regulate insulin secretion	2	0.04	0.197948663722157
ADP signalling through P2Y purinoceptor 12	0	0	0
Extrinsic Pathway for Apoptosis	2	0.04	0.197948663722157
Metabolism	270	5.4	10.5443669069977
Regulation of gap junction activity	0	0	0
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	1	0.02	0.14142135623731
Ras activation uopn Ca2+ infux through NMDA receptor	2	0.04	0.197948663722157
misspliced GSK3beta mutants stabilize beta-catenin	18	0.36	1.04510520903839
Toxicity of botulinum toxin type D (BoNT/D)	3	0.06	0.239897937482095
Dopamine Neurotransmitter Release Cycle	5	0.1	0.364215679542342
Nef and signal transduction	4	0.08	0.27404751561787
PLCG1 events in ERBB2 signaling	9	0.18	0.481917936955229
Apoptotic cleavage of cell adhesion  proteins	5	0.1	0.303045763365663
Synthesis of 12-eicosatetraenoic acid derivatives	2	0.04	0.282842712474619
Signaling by NODAL	6	0.12	0.385449644663773
Sulfide oxidation to sulfate	1	0.02	0.14142135623731
Inhibition of Host mRNA Processing and RNA Silencing	0	0	0
Signalling to RAS	4	0.08	0.27404751561787
Purine metabolism	4	0.08	0.27404751561787
Signaling by BMP	9	0.18	0.437525509460387
Peptide hormone metabolism	12	0.24	0.517450579322138
G alpha (s) signalling events	22	0.44	0.907114735222145
Activation of BIM and translocation to mitochondria	0	0	0
TRAF6 mediated NF-kB activation	5	0.1	0.303045763365663
"Unblocking of NMDA receptor, glutamate binding and activation"	3	0.06	0.239897937482095
PI3K/AKT Signaling in Cancer	51	1.02	1.54510418379328
Transcription from mitochondrial promoters	0	0	0
Purine salvage	2	0.04	0.197948663722157
Release of eIF4E	2	0.04	0.282842712474619
Dimerization of procaspase-8	2	0.04	0.197948663722157
Regulation by c-FLIP	2	0.04	0.197948663722157
DAG and IP3 signaling	5	0.1	0.303045763365663
Defects in vitamin and cofactor metabolism	19	0.38	1.06694299141931
Potassium transport channels	0	0	0
eNOS activation and regulation	1	0.02	0.14142135623731
Regulation of AMPK activity via LKB1	1	0.02	0.14142135623731
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	2	0.04	0.197948663722157
Transcription-coupled NER (TC-NER)	5	0.1	0.303045763365663
Signalling by NGF	94	1.88	2.76744927870487
TGFBR2 MSI Frameshift Mutants in Cancer	13	0.26	0.527218345349884
Signaling by EGFR	56	1.12	1.70999462942229
Type II Na+/Pi cotransporters	0	0	0
Transmembrane transport of small molecules	110	2.2	3.70878713878491
Synthesis of substrates in N-glycan biosythesis	13	0.26	0.527218345349884
Detoxification of Reactive Oxygen Species	1	0.02	0.14142135623731
Enzymatic degradation of Dopamine by monoamine oxidase	0	0	0
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	11	0.22	0.464670170494017
Synthesis of 15-eicosatetraenoic acid derivatives	0	0	0
Astrocytic Glutamate-Glutamine Uptake And Metabolism	2	0.04	0.197948663722157
APC truncation mutants are not K63 polyubiquitinated	18	0.36	1.04510520903839
Trafficking of GluR2-containing AMPA receptors	3	0.06	0.239897937482095
Response of Mtb to phagocytosis	0	0	0
Nuclear Envelope Breakdown	7	0.14	0.728711471134677
Molybdenum cofactor biosynthesis	2	0.04	0.197948663722157
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	1	0.02	0.14142135623731
Activated NOTCH1 Transmits Signal to the Nucleus	4	0.08	0.27404751561787
Ubiquitin-dependent degradation of Cyclin D1	9	0.18	0.62889602008729
AMPK inhibits chREBP transcriptional activation activity	0	0	0
Vitamin D (calciferol) metabolism	0	0	0
RNA Polymerase I Promoter Opening	3	0.06	0.313635691430002
Prostanoid ligand receptors	2	0.04	0.197948663722157
Inhibition of Interferon Synthesis	0	0	0
Ionotropic activity of Kainate Receptors	1	0.02	0.14142135623731
Meiosis	15	0.3	0.677630927178938
Gap junction assembly	1	0.02	0.14142135623731
Opioid Signalling	10	0.2	0.404061017820884
Integration of energy metabolism	27	0.54	1.12866184086307
Synthesis of PE	1	0.02	0.14142135623731
MPS I - Hurler syndrome	30	0.6	1.16057691494799
Cholesterol biosynthesis	2	0.04	0.197948663722157
Recycling of bile acids and salts	6	0.12	0.328260722659316
Polymerase switching	2	0.04	0.197948663722157
Aquaporin-mediated transport	5	0.1	0.364215679542342
Activated TLR4 signalling	21	0.42	0.859283042389861
Ficolins bind to repetitive carbohydrate structures on the target cell surface	2	0.04	0.197948663722157
Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	0	0	0
Anchoring fibril formation	1	0.02	0.14142135623731
Lectin pathway of complement activation	2	0.04	0.197948663722157
Displacement of DNA glycosylase by  APE1	0	0	0
Loss of proteins required for interphase microtubule organizationÂ from the centrosome	9	0.18	0.62889602008729
Signaling by ERBB2	56	1.12	1.57324570262128
binding of TCF/LEF:CTNNB1 to target gene promoters	2	0.04	0.197948663722157
Metabolism of nitric oxide	1	0.02	0.14142135623731
Fibronectin matrix formation	0	0	0
Amplification of signal from the kinetochores	0	0	0
Resolution of Abasic Sites (AP sites)	0	0	0
FGFR1c ligand binding and activation	6	0.12	0.328260722659316
Urea cycle	1	0.02	0.14142135623731
Fructose catabolism	0	0	0
Platelet sensitization by LDL	3	0.06	0.313635691430002
ATF4 activates genes	4	0.08	0.27404751561787
Termination of O-glycan biosynthesis	14	0.28	0.701019665507731
Bicarbonate transporters	1	0.02	0.14142135623731
Common Pathway	4	0.08	0.27404751561787
Rhesus glycoproteins mediate ammonium transport.	0	0	0
Metal ion SLC transporters	3	0.06	0.313635691430002
Depolymerisation of the Nuclear Lamina	0	0	0
Minus-strand DNA synthesis	0	0	0
Regulation of Complement cascade	7	0.14	0.404565778814466
Intrinsic Pathway	2	0.04	0.197948663722157
T41 mutants of beta-catenin aren't phosphorylated	18	0.36	1.04510520903839
Transport and synthesis of PAPS	4	0.08	0.27404751561787
Signaling by FGFR mutants	18	0.36	0.942424142998322
Metabolism of folate and pterines	0	0	0
Meiotic recombination	6	0.12	0.47979587496419
PKB-mediated events	2	0.04	0.282842712474619
Phagosomal maturation (early endosomal stage)	8	0.16	0.467734444106997
Phospholipase C-mediated cascade	14	0.28	0.572855361593241
Adenylate cyclase inhibitory pathway	2	0.04	0.197948663722157
Axonal growth stimulation	0	0	0
Notch-HLH transcription pathway	4	0.08	0.27404751561787
Regulatory RNA pathways	4	0.08	0.340467865366085
TCF7L2 mutants don't bind CTBP	18	0.36	1.04510520903839
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	1	0.02	0.14142135623731
Cell-extracellular matrix interactions	3	0.06	0.313635691430002
Ca-dependent events	4	0.08	0.27404751561787
FBXW7 Mutants and NOTCH1 in Cancer	16	0.32	0.551065757771026
Phenylalanine and tyrosine catabolism	1	0.02	0.14142135623731
Platelet Aggregation (Plug Formation)	9	0.18	0.522552604519197
Activation of Matrix Metalloproteinases	8	0.16	0.467734444106997
SLC-mediated transmembrane transport	43	0.86	1.5254306852526
GPCR ligand binding	64	1.28	2.18566759987489
Signaling by Interleukins	23	0.46	1.07304639761222
G1/S Transition	20	0.4	1.08796758655199
Clearance of Nuclear Envelope Membranes from Chromatin	0	0	0
Organelle biogenesis and maintenance	11	0.22	0.41845195759648
mTOR signalling	2	0.04	0.282842712474619
Synthesis of PIPs at the Golgi membrane	6	0.12	0.328260722659316
Linoleic acid (LA) metabolism	1	0.02	0.14142135623731
Ca2+ pathway	7	0.14	0.350509832753866
mRNA Editing	2	0.04	0.282842712474619
Sodium/Proton exchangers	1	0.02	0.14142135623731
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	16	0.32	0.551065757771026
Activation of BH3-only proteins	12	0.24	0.555492059863531
Activation of PUMA and translocation to mitochondria	8	0.16	0.42185208743524
Processing and activation of SUMO	0	0	0
RNA Polymerase II HIV Promoter Escape	9	0.18	0.388087934491604
Voltage gated Potassium channels	15	0.3	0.788954358370519
p38MAPK events	1	0.02	0.14142135623731
Activation of CaMK IV	0	0	0
Activation of ATR in response to replication stress	4	0.08	0.27404751561787
Toll Like Receptor 10 (TLR10) Cascade	15	0.3	0.646813224152673
Reversal of Alkylation Damage By DNA Dioxygenases	0	0	0
Inositol transporters	0	0	0
VEGFA-VEGFR2 Pathway	30	0.6	1.04978131833565
Hedgehog ligand biogenesis	11	0.22	0.789988375011342
Phosphorylation of Emi1	0	0	0
Metabolism of mRNA	25	0.5	1.23304832154515
Dermatan sulfate biosynthesis	3	0.06	0.239897937482095
Heparan sulfate/heparin (HS-GAG) metabolism	12	0.24	0.476380914300945
CREB phosphorylation through the activation of CaMKK	1	0.02	0.14142135623731
Interferon Signaling	21	0.42	0.991597350804473
MEK activation	1	0.02	0.14142135623731
FGFR1c and Klotho ligand binding and activation	3	0.06	0.239897937482095
MPS II - Hunter syndrome	30	0.6	1.16057691494799
S33 mutants of beta-catenin aren't phosphorylated	18	0.36	1.04510520903839
mRNA Splicing - Minor Pathway	8	0.16	0.509501557146486
Stimulation of the cell death response by PAK-2p34	2	0.04	0.197948663722157
Crosslinking of collagen fibrils	0	0	0
Integration of viral DNA into host genomic DNA	0	0	0
Scavenging by Class F Receptors	0	0	0
Integrin alphaIIb beta3 signaling	8	0.16	0.42185208743524
Norepinephrine Neurotransmitter Release Cycle	5	0.1	0.364215679542342
disassembly of the destruction complex and recruitment of AXIN to the membrane	12	0.24	0.555492059863531
Utilization of Ketone Bodies	1	0.02	0.14142135623731
Metabolism of amino acids and derivatives	32	0.64	1.53543186771936
Export of Viral Ribonucleoproteins from Nucleus	7	0.14	0.728711471134677
Generic Transcription Pathway	64	1.28	2.19498500761929
Pre-NOTCH Processing in Golgi	5	0.1	0.303045763365663
Activation of GABAB receptors	2	0.04	0.197948663722157
Synthesis and interconversion of nucleotide di- and triphosphates	2	0.04	0.197948663722157
Influenza Viral RNA Transcription and Replication	9	0.18	0.481917936955229
mitochondrial fatty acid beta-oxidation of saturated fatty acids	2	0.04	0.197948663722157
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	2	0.04	0.197948663722157
Terminal pathway of complement	0	0	0
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	1	0.02	0.14142135623731
Global Genomic NER (GG-NER)	2	0.04	0.197948663722157
HIV Transcription Initiation	9	0.18	0.388087934491604
Scavenging by Class H Receptors	1	0.02	0.14142135623731
Mitotic G1-G1/S phases	26	0.52	1.3437686875777
Platelet homeostasis	12	0.24	0.591090310445063
FCERI mediated NF-kB activation	6	0.12	0.328260722659316
Pyruvate metabolism and Citric Acid (TCA) cycle	5	0.1	0.462910049886276
Formation of RNA Pol II elongation complex	9	0.18	0.522552604519197
Serotonin receptors	4	0.08	0.27404751561787
Prolactin receptor signaling	2	0.04	0.282842712474619
Cleavage of Growing Transcript in the Termination Region	7	0.14	0.404565778814466
EGFR downregulation	4	0.08	0.27404751561787
Formation of the Early Elongation Complex	6	0.12	0.328260722659316
CTLA4 inhibitory signaling	3	0.06	0.313635691430002
Fertilization	3	0.06	0.239897937482095
SMAD4 MH2 Domain Mutants in Cancer	13	0.26	0.527218345349884
Degradation of cysteine and homocysteine	2	0.04	0.197948663722157
Regulation of the Fanconi anemia pathway	3	0.06	0.239897937482095
Mitochondrial transcription initiation	0	0	0
Release of Hh-Np from the secreting cell	1	0.02	0.14142135623731
Pre-NOTCH Transcription and Translation	13	0.26	0.527218345349884
Defective HLCS causes multiple carboxylase deficiency	19	0.38	1.06694299141931
Interaction With Cumulus Cells	0	0	0
Mitochondrial iron-sulfur cluster biogenesis	0	0	0
Multifunctional anion exchangers	1	0.02	0.14142135623731
Neurophilin interactions with VEGF and VEGFR	2	0.04	0.197948663722157
Death Receptor  Signalling	2	0.04	0.197948663722157
Defective BTD causes biotidinase deficiency	19	0.38	1.06694299141931
Loss of Function of TGFBR2 in Cancer	13	0.26	0.527218345349884
Apoptotic factor-mediated response	2	0.04	0.197948663722157
Growth hormone receptor signaling	5	0.1	0.462910049886276
Abacavir transport and metabolism	2	0.04	0.197948663722157
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	1	0.02	0.14142135623731
Downstream signal transduction	59	1.18	2.06713841444878
Zinc influx into cells by the SLC39 gene family	2	0.04	0.197948663722157
Ion transport by P-type ATPases	7	0.14	0.49528388066742
Nonsense-Mediated Decay (NMD)	7	0.14	0.350509832753866
mRNA decay by 5' to 3' exoribonuclease	4	0.08	0.27404751561787
Synthesis of dolichyl-phosphate mannose	0	0	0
FGFR4 ligand binding and activation	5	0.1	0.462910049886276
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	2	0.04	0.197948663722157
ERK activation	0	0	0
ABH3 mediated Reversal of Alkylation Damage	0	0	0
GPVI-mediated activation cascade	14	0.28	0.729551161988783
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	0	0	0
Toll-Like Receptors Cascades	26	0.52	0.8628382211738
SHC activation	0	0	0
PIP3 activates AKT signaling	51	1.02	1.54510418379328
GRB2 events in EGFR signaling	3	0.06	0.239897937482095
Regulation of pyruvate dehydrogenase (PDH) complex	5	0.1	0.462910049886276
Epigenetic regulation of gene expression	14	0.28	0.536047515408392
Regulation of IFNG signaling	1	0.02	0.14142135623731
The fatty acid cycling model	0	0	0
Immune System	239	4.78	7.91095855798287
Signaling by constitutively active EGFR	4	0.08	0.27404751561787
Alternative complement activation	2	0.04	0.197948663722157
Double-Strand Break Repair	4	0.08	0.27404751561787
mTORC1-mediated signalling	2	0.04	0.282842712474619
NCAM signaling for neurite out-growth	27	0.54	0.930437685024788
Glycoprotein hormones	2	0.04	0.197948663722157
Heme biosynthesis	0	0	0
Early Phase of HIV Life Cycle	0	0	0
Activation of DNA fragmentation factor	1	0.02	0.14142135623731
Gap-filling DNA repair synthesis and ligation in TC-NER	2	0.04	0.197948663722157
CYP2E1 reactions	2	0.04	0.197948663722157
Transcriptional activation of mitochondrial biogenesis	11	0.22	0.41845195759648
Pyrophosphate hydrolysis	0	0	0
Ethanol oxidation	0	0	0
Nuclear import of Rev protein	7	0.14	0.728711471134677
REV-ERBA represses gene expression	9	0.18	0.388087934491604
ER to Golgi Transport	0	0	0
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	4	0.08	0.27404751561787
Beta defensins	1	0.02	0.14142135623731
ADP signalling through P2Y purinoceptor 1	1	0.02	0.14142135623731
Toll Like Receptor 7/8 (TLR7/8) Cascade	16	0.32	0.652780551931192
Acyl chain remodelling of PG	1	0.02	0.14142135623731
Insulin receptor recycling	4	0.08	0.340467865366085
Recycling of eIF2:GDP	1	0.02	0.14142135623731
Collagen formation	22	0.44	0.674914960629584
Retrograde neurotrophin signalling	1	0.02	0.14142135623731
Formation of annular gap junctions	1	0.02	0.14142135623731
MPS IIIB - Sanfilippo syndrome B	30	0.6	1.16057691494799
Activation of BMF and translocation to mitochondria	1	0.02	0.14142135623731
Spry regulation of FGF signaling	1	0.02	0.14142135623731
SMAD2/3 MH2 Domain Mutants in Cancer	13	0.26	0.527218345349884
Keratan sulfate/keratin metabolism	10	0.2	0.782460796435952
TGF-beta receptor signaling activates SMADs	8	0.16	0.467734444106997
Negative regulators of RIG-I/MDA5 signaling	3	0.06	0.313635691430002
"Monoamines are oxidized to aldehydes by MAOA and MAOB, producing NH3 and H2O2"	0	0	0
Autodegradation of the E3 ubiquitin ligase COP1	15	0.3	0.735402152927643
Conjugation of salicylate with glycine	0	0	0
FGFR3 ligand binding and activation	5	0.1	0.364215679542342
cGMP effects	4	0.08	0.27404751561787
"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	22	0.44	0.81215259448868
Synthesis of PC	1	0.02	0.14142135623731
Nuclear signaling by ERBB4	11	0.22	0.506689938599091
Costimulation by the CD28 family	15	0.3	0.97415583549899
Signal transduction by L1	11	0.22	0.506689938599091
Toll Like Receptor TLR1:TLR2 Cascade	17	0.34	0.745325569185462
Mitotic Spindle Checkpoint	1	0.02	0.14142135623731
3' -UTR-mediated translational regulation	5	0.1	0.364215679542342
Folding of actin by CCT/TriC	2	0.04	0.197948663722157
Toll Like Receptor 2 (TLR2) Cascade	17	0.34	0.745325569185462
Regulation of APC/C activators between G1/S and early anaphase	10	0.2	0.67005939426049
GP1b-IX-V activation signalling	3	0.06	0.239897937482095
Signaling by NOTCH4	1	0.02	0.14142135623731
APC/C-mediated degradation of cell cycle proteins	11	0.22	0.678834535458098
Phosphorylation of CD3 and TCR zeta chains	4	0.08	0.27404751561787
t(4;14) translocations of FGFR3	0	0	0
Base Excision Repair	0	0	0
Amino Acid conjugation	0	0	0
Conjugation of benzoate with glycine	0	0	0
Abnormal metabolism in phenylketonuria	1	0.02	0.14142135623731
Influenza Life Cycle	17	0.34	1.06157372589482
p53-Independent DNA Damage Response	10	0.2	0.63887656499994
Postsynaptic nicotinic acetylcholine receptors	4	0.08	0.27404751561787
Vitamin C (ascorbate) metabolism	1	0.02	0.14142135623731
Regulation of beta-cell development	6	0.12	0.385449644663773
SHC-related events	3	0.06	0.239897937482095
Recruitment of mitotic centrosome proteins and complexes	11	0.22	0.678834535458098
Host Interactions with Influenza Factors	0	0	0
"Biosynthesis of A2E, implicated in retinal degradation"	0	0	0
Regulation of KIT signaling	12	0.24	0.4314191105869
N-glycan trimming and elongation in the cis-Golgi	0	0	0
RNA Polymerase II Promoter Escape	9	0.18	0.388087934491604
Citric acid cycle (TCA cycle)	1	0.02	0.14142135623731
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0	0	0
Digestion of dietary lipid	0	0	0
RNA Polymerase I Promoter Clearance	19	0.38	0.696639162299235
Fc epsilon receptor (FCERI) signaling	70	1.4	1.8070158058105
Nonhomologous End-joining (NHEJ)	1	0.02	0.14142135623731
Apoptosis induced DNA fragmentation	1	0.02	0.14142135623731
Orexin and neuropeptides FF and QRFP bind to their respective receptors	0	0	0
Regulation of Apoptosis	14	0.28	0.809131557628931
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0	0	0
Apoptosis	34	0.68	1.28476155176669
mRNA Capping	5	0.1	0.303045763365663
Endosomal Sorting Complex Required For Transport (ESCRT)	1	0.02	0.14142135623731
Post-translational protein modification	75	1.5	2.10199128136602
