Reactome Pathway	Sum	Avg	StdDev
Transport of Mature mRNA derived from an Intron-Containing Transcript	27	1.125	2.21285768418007
Loss of Nlp from mitotic centrosomes	25	1.04166666666667	1.23285341230492
Cyclin A:Cdk2-associated events at S phase entry	36	1.5	2.93405788153095
Nuclear Pore Complex (NPC) Disassembly	22	0.916666666666667	1.47196014438797
Endogenous sterols	14	0.583333333333333	1.0179547554081
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	6	0.25	0.531609533071195
Disinhibition of SNARE formation	0	0	0
Oligomerization of connexins into connexons	3	0.125	0.337831962346088
Interleukin-7 signaling	8	0.333333333333333	0.701964118163034
NOD1/2 Signaling Pathway	22	0.916666666666667	1.55805527240983
Interleukin-2 signaling	18	0.75	1.18871505343411
STAT6-mediated induction of chemokines	2	0.0833333333333333	0.408248290463863
G-protein activation	12	0.5	1.0215078369105
Signaling by Wnt	140	5.83333333333333	8.49381701805683
ATF6-alpha activates chaperones	6	0.25	0.675663924692176
Condensation of Prophase Chromosomes	19	0.791666666666667	1.25036226634582
Release of apoptotic factors from the mitochondria	0	0	0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	4	0.166666666666667	0.481543412343077
Catecholamine biosynthesis	1	0.0416666666666667	0.204124145231932
ERK2 activation	0	0	0
Initial triggering of complement	6	0.25	0.607918758874329
Influenza Virus Induced Apoptosis	1	0.0416666666666667	0.204124145231932
degradation of DVL	27	1.125	2.55908441507471
Interleukin-6 signaling	5	0.208333333333333	0.508977377704051
Cytosolic iron-sulfur cluster assembly	3	0.125	0.612372435695794
Uptake and function of anthrax toxins	2	0.0833333333333333	0.408248290463863
Estrogen biosynthesis	0	0	0
Removal of the Flap Intermediate	9	0.375	1.05552377272263
Deadenylation-dependent mRNA decay	22	0.916666666666667	1.55805527240983
"Lipid digestion, mobilization, and transport"	24	1	1.86500961648063
Sema3A PAK dependent Axon repulsion	14	0.583333333333333	0.880546602310508
Transport of the SLBP independent Mature mRNA	21	0.875	1.65009881127056
A third proteolytic cleavage releases NICD	2	0.0833333333333333	0.28232985128664
Signaling by PDGF	104	4.33333333333333	4.86930641134199
Transport of Mature mRNAs Derived from Intronless Transcripts	28	1.16666666666667	2.38959095402042
Scavenging by Class B Receptors	6	0.25	0.442325868464691
Alpha-oxidation of phytanate	0	0	0
Signaling by Leptin	14	0.583333333333333	1.282547284209
Synthesis of PS	0	0	0
Mitotic Metaphase/Anaphase Transition	1	0.0416666666666667	0.204124145231932
Signaling by TGF-beta Receptor Complex	27	1.125	1.45400496380948
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	44	1.83333333333333	3.10212643291615
Post-Elongation Processing of the Transcript	20	0.833333333333333	2.03590951081621
Breakdown of the nuclear lamina	0	0	0
Membrane Trafficking	112	4.66666666666667	7.93816683835904
Binding and entry of HIV virion	1	0.0416666666666667	0.204124145231932
Processive synthesis on the lagging strand	9	0.375	1.05552377272263
p53-Independent G1/S DNA damage checkpoint	24	1	2.48473601082253
HDACs deacetylate histones	29	1.20833333333333	1.81728815323384
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	2	0.0833333333333333	0.28232985128664
S6K1 signalling	1	0.0416666666666667	0.204124145231932
Signaling by FGFR1 fusion mutants	14	0.583333333333333	0.928611242975073
Advanced glycosylation endproduct receptor signaling	5	0.208333333333333	0.508977377704051
Glycolysis	14	0.583333333333333	1.13890361720181
Oxidative Stress Induced Senescence	48	2	2.93405788153095
Interactions of Vpr with host cellular proteins	18	0.75	1.29379791446665
Coenzyme A biosynthesis	11	0.458333333333333	0.977092700273386
Transport of Ribonucleoproteins into the Host Nucleus	18	0.75	1.29379791446665
regulation of FZD by ubiquitination	10	0.416666666666667	0.829702233998107
APC/C:Cdc20 mediated degradation of mitotic proteins	40	1.66666666666667	2.94392028877595
IRF3-mediated induction of type I IFN	7	0.291666666666667	0.750603621828092
Toxicity of botulinum toxin type G (BoNT/G)	3	0.125	0.337831962346088
Synthesis of CL	1	0.0416666666666667	0.204124145231932
Nicotinate metabolism	7	0.291666666666667	0.550032937090187
TRKA activation by NGF	0	0	0
TWIK related potassium channel (TREK)	1	0.0416666666666667	0.204124145231932
Acyl chain remodelling of PC	6	0.25	0.531609533071195
Clathrin derived vesicle budding	30	1.25	2.70667451987152
Triglyceride Biosynthesis	21	0.875	1.39291686446261
Pre-NOTCH Expression and Processing	33	1.375	2.08123082312617
CDT1 association with the CDC6:ORC:origin complex	26	1.08333333333333	2.8880061824977
p130Cas linkage to MAPK signaling for integrins	8	0.333333333333333	0.701964118163034
Processing of Intronless Pre-mRNAs	11	0.458333333333333	0.721060008759246
Thromboxane signalling through TP receptor	6	0.25	0.531609533071195
Regulation of gene expression by Hypoxia-inducible Factor	4	0.166666666666667	0.481543412343077
HuR stabilizes mRNA	2	0.0833333333333333	0.28232985128664
Signal amplification	8	0.333333333333333	0.868114732282431
DNA Replication Pre-Initiation	35	1.45833333333333	3.86713203096656
Regulation of ornithine decarboxylase (ODC)	25	1.04166666666667	2.47560562053123
XBP1(S) activates chaperone genes	13	0.541666666666667	0.779027636204913
"Activation, myristolyation of BID and translocation to mitochondria"	1	0.0416666666666667	0.204124145231932
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	1	0.0416666666666667	0.204124145231932
Lysosome Vesicle Biogenesis	13	0.541666666666667	0.977092700273386
Sodium-coupled phosphate cotransporters	1	0.0416666666666667	0.204124145231932
betaKlotho-mediated ligand binding	3	0.125	0.337831962346088
SUMOylation	2	0.0833333333333333	0.408248290463863
Toxicity of botulinum toxin type E (BoNT/E)	1	0.0416666666666667	0.204124145231932
Lysine catabolism	1	0.0416666666666667	0.204124145231932
Fcgamma receptor (FCGR) dependent phagocytosis	46	1.91666666666667	2.2825741888351
Glycerophospholipid biosynthesis	36	1.5	2.67028739700593
Homologous recombination repair of replication-independent double-strand breaks	12	0.5	1.14208048144032
Signaling by FGFR4 mutants	0	0	0
Downregulation of ERBB4 signaling	3	0.125	0.448427203146441
ERKs are inactivated	5	0.208333333333333	0.508977377704051
Apoptotic execution  phase	24	1	1.71945390724219
Cytosolic sulfonation of small molecules	11	0.458333333333333	0.721060008759246
Chromatin modifying enzymes	103	4.29166666666667	5.74440496533776
Formyl peptide receptors bind formyl peptides and many other ligands	7	0.291666666666667	0.69025305168635
Insulin receptor signalling cascade	44	1.83333333333333	2.79232903671386
RNA Polymerase II Transcription Initiation And Promoter Clearance	29	1.20833333333333	2.10546218548155
Transcriptional  activation of  cell cycle inhibitor p21	10	0.416666666666667	0.503610155185335
NFG and proNGF binds to p75NTR	0	0	0
Class II GLUTs	2	0.0833333333333333	0.408248290463863
RNA Polymerase III Transcription Initiation	25	1.04166666666667	1.89917983823834
Amino acid synthesis and interconversion (transamination)	15	0.625	0.96964807600714
Metabolism of proteins	320	13.3333333333333	15.0467869361352
Interaction With The Zona Pellucida	1	0.0416666666666667	0.204124145231932
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974	13	0.541666666666667	1.06236678619288
MPS IV - Morquio syndrome A	62	2.58333333333333	2.94761018404766
MAPK targets/ Nuclear events mediated by MAP kinases	11	0.458333333333333	0.779027636204913
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	24	1	2.16694535554385
TNF signaling	2	0.0833333333333333	0.28232985128664
Assembly of the ORC complex at the origin of replication	4	0.166666666666667	0.481543412343077
Free fatty acids regulate insulin secretion	3	0.125	0.448427203146441
ADP signalling through P2Y purinoceptor 12	6	0.25	0.84698955385992
Extrinsic Pathway for Apoptosis	16	0.666666666666667	0.56465970257328
Metabolism	712	29.6666666666667	40.7043066481932
Regulation of gap junction activity	0	0	0
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	1	0.0416666666666667	0.204124145231932
Ras activation uopn Ca2+ infux through NMDA receptor	12	0.5	0.589767824619589
misspliced GSK3beta mutants stabilize beta-catenin	38	1.58333333333333	2.79621897921285
Toxicity of botulinum toxin type D (BoNT/D)	3	0.125	0.337831962346088
Dopamine Neurotransmitter Release Cycle	13	0.541666666666667	0.721060008759246
Nef and signal transduction	5	0.208333333333333	0.414851116999053
PLCG1 events in ERBB2 signaling	18	0.75	1.03209369308428
Apoptotic cleavage of cell adhesion  proteins	4	0.166666666666667	0.481543412343077
Synthesis of 12-eicosatetraenoic acid derivatives	9	0.375	1.01349588703826
Signaling by NODAL	9	0.375	0.710939366337732
Sulfide oxidation to sulfate	3	0.125	0.612372435695794
Inhibition of Host mRNA Processing and RNA Silencing	0	0	0
Signalling to RAS	13	0.541666666666667	0.721060008759246
Purine metabolism	11	0.458333333333333	0.779027636204913
Signaling by BMP	5	0.208333333333333	0.414851116999053
Peptide hormone metabolism	38	1.58333333333333	2.01982923657609
G alpha (s) signalling events	45	1.875	1.98499808345105
Activation of BIM and translocation to mitochondria	2	0.0833333333333333	0.28232985128664
TRAF6 mediated NF-kB activation	11	0.458333333333333	1.10253331475513
"Unblocking of NMDA receptor, glutamate binding and activation"	10	0.416666666666667	0.583592075121765
PI3K/AKT Signaling in Cancer	58	2.41666666666667	3.16113169975381
Transcription from mitochondrial promoters	1	0.0416666666666667	0.204124145231932
Purine salvage	2	0.0833333333333333	0.28232985128664
Release of eIF4E	4	0.166666666666667	0.637022057270606
Dimerization of procaspase-8	15	0.625	0.575779245136914
Regulation by c-FLIP	15	0.625	0.575779245136914
DAG and IP3 signaling	16	0.666666666666667	0.916831342257085
Defects in vitamin and cofactor metabolism	48	2	2.94883912309794
Potassium transport channels	1	0.0416666666666667	0.204124145231932
eNOS activation and regulation	3	0.125	0.448427203146441
Regulation of AMPK activity via LKB1	9	0.375	0.875388112682647
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	3	0.125	0.448427203146441
Transcription-coupled NER (TC-NER)	27	1.125	2.81783913510057
Signalling by NGF	144	6	5.6645349784196
TGFBR2 MSI Frameshift Mutants in Cancer	27	1.125	1.45400496380948
Signaling by EGFR	93	3.875	4.12112795872367
Type II Na+/Pi cotransporters	1	0.0416666666666667	0.204124145231932
Transmembrane transport of small molecules	266	11.0833333333333	13.6633965688295
Synthesis of substrates in N-glycan biosythesis	16	0.666666666666667	1.00722031037067
Detoxification of Reactive Oxygen Species	7	0.291666666666667	0.907896118682551
Enzymatic degradation of Dopamine by monoamine oxidase	2	0.0833333333333333	0.28232985128664
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	18	0.75	0.793999233380421
Synthesis of 15-eicosatetraenoic acid derivatives	6	0.25	0.675663924692176
Astrocytic Glutamate-Glutamine Uptake And Metabolism	1	0.0416666666666667	0.204124145231932
APC truncation mutants are not K63 polyubiquitinated	38	1.58333333333333	2.79621897921285
Trafficking of GluR2-containing AMPA receptors	2	0.0833333333333333	0.28232985128664
Response of Mtb to phagocytosis	0	0	0
Nuclear Envelope Breakdown	28	1.16666666666667	1.9034674690672
Molybdenum cofactor biosynthesis	2	0.0833333333333333	0.408248290463863
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	0	0	0
Activated NOTCH1 Transmits Signal to the Nucleus	13	0.541666666666667	0.931532942621143
Ubiquitin-dependent degradation of Cyclin D1	24	1	2.48473601082253
AMPK inhibits chREBP transcriptional activation activity	5	0.208333333333333	0.588229965875272
Vitamin D (calciferol) metabolism	3	0.125	0.337831962346088
RNA Polymerase I Promoter Opening	8	0.333333333333333	0.761386987626881
Prostanoid ligand receptors	3	0.125	0.337831962346088
Inhibition of Interferon Synthesis	0	0	0
Ionotropic activity of Kainate Receptors	7	0.291666666666667	0.624093545570845
Meiosis	49	2.04166666666667	3.35545197715814
Gap junction assembly	18	0.75	1.87082869338697
Opioid Signalling	40	1.66666666666667	1.97080135249966
Integration of energy metabolism	51	2.125	3.48053594073996
Synthesis of PE	7	0.291666666666667	0.624093545570845
MPS I - Hurler syndrome	62	2.58333333333333	2.94761018404766
Cholesterol biosynthesis	11	0.458333333333333	0.832970935693524
Recycling of bile acids and salts	8	0.333333333333333	0.637022057270606
Polymerase switching	11	0.458333333333333	1.25036226634582
Aquaporin-mediated transport	18	0.75	1.39096463243882
Activated TLR4 signalling	48	2	2.51948925120877
Ficolins bind to repetitive carbohydrate structures on the target cell surface	3	0.125	0.448427203146441
Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	3	0.125	0.337831962346088
Anchoring fibril formation	4	0.166666666666667	0.380693493813441
Lectin pathway of complement activation	3	0.125	0.448427203146441
Displacement of DNA glycosylase by  APE1	2	0.0833333333333333	0.408248290463863
Loss of proteins required for interphase microtubule organizationÂ from the centrosome	25	1.04166666666667	1.23285341230492
Signaling by ERBB2	85	3.54166666666667	4.12815535883361
binding of TCF/LEF:CTNNB1 to target gene promoters	6	0.25	0.442325868464691
Metabolism of nitric oxide	3	0.125	0.448427203146441
Fibronectin matrix formation	0	0	0
Amplification of signal from the kinetochores	0	0	0
Resolution of Abasic Sites (AP sites)	8	0.333333333333333	1.23944821757828
FGFR1c ligand binding and activation	4	0.166666666666667	0.380693493813441
Urea cycle	4	0.166666666666667	0.380693493813441
Fructose catabolism	0	0	0
Platelet sensitization by LDL	4	0.166666666666667	0.481543412343077
ATF4 activates genes	17	0.708333333333333	1.33446509937476
Termination of O-glycan biosynthesis	53	2.20833333333333	5.4051438195616
Bicarbonate transporters	3	0.125	0.337831962346088
Common Pathway	5	0.208333333333333	0.508977377704051
Rhesus glycoproteins mediate ammonium transport.	0	0	0
Metal ion SLC transporters	14	0.583333333333333	0.775531608229039
Depolymerisation of the Nuclear Lamina	10	0.416666666666667	0.717281502356772
Minus-strand DNA synthesis	0	0	0
Regulation of Complement cascade	10	0.416666666666667	0.717281502356772
Intrinsic Pathway	10	0.416666666666667	0.829702233998107
T41 mutants of beta-catenin aren't phosphorylated	38	1.58333333333333	2.79621897921285
Transport and synthesis of PAPS	4	0.166666666666667	0.380693493813441
Signaling by FGFR mutants	25	1.04166666666667	1.16017864691332
Metabolism of folate and pterines	3	0.125	0.337831962346088
Meiotic recombination	23	0.958333333333333	1.5736738147921
PKB-mediated events	15	0.625	1.86063336574918
Phagosomal maturation (early endosomal stage)	24	1	1.47441956154897
Phospholipase C-mediated cascade	27	1.125	1.29589653371207
Adenylate cyclase inhibitory pathway	9	0.375	0.824225591744734
Axonal growth stimulation	1	0.0416666666666667	0.204124145231932
Notch-HLH transcription pathway	5	0.208333333333333	0.508977377704051
Regulatory RNA pathways	18	0.75	1.25974462560438
TCF7L2 mutants don't bind CTBP	38	1.58333333333333	2.79621897921285
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	2	0.0833333333333333	0.408248290463863
Cell-extracellular matrix interactions	8	0.333333333333333	0.761386987626881
Ca-dependent events	12	0.5	0.834057656228299
FBXW7 Mutants and NOTCH1 in Cancer	42	1.75	1.79975843789732
Phenylalanine and tyrosine catabolism	3	0.125	0.337831962346088
Platelet Aggregation (Plug Formation)	16	0.666666666666667	1.20385853085769
Activation of Matrix Metalloproteinases	12	0.5	0.722315118514615
SLC-mediated transmembrane transport	108	4.5	7.52965153070931
GPCR ligand binding	184	7.66666666666667	8.93292233534331
Signaling by Interleukins	47	1.95833333333333	2.67807793935788
G1/S Transition	57	2.375	4.8527222302001
Clearance of Nuclear Envelope Membranes from Chromatin	2	0.0833333333333333	0.28232985128664
Organelle biogenesis and maintenance	36	1.5	1.91106617181182
mTOR signalling	15	0.625	1.86063336574918
Synthesis of PIPs at the Golgi membrane	16	0.666666666666667	0.701964118163034
Linoleic acid (LA) metabolism	3	0.125	0.337831962346088
Ca2+ pathway	33	1.375	1.95186644233043
mRNA Editing	13	0.541666666666667	0.588229965875272
Sodium/Proton exchangers	3	0.125	0.337831962346088
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	42	1.75	1.79975843789732
Activation of BH3-only proteins	20	0.833333333333333	1.12931940514656
Activation of PUMA and translocation to mitochondria	13	0.541666666666667	0.588229965875272
Processing and activation of SUMO	2	0.0833333333333333	0.408248290463863
RNA Polymerase II HIV Promoter Escape	29	1.20833333333333	2.10546218548155
Voltage gated Potassium channels	27	1.125	1.32902383267799
p38MAPK events	6	0.25	0.607918758874329
Activation of CaMK IV	1	0.0416666666666667	0.204124145231932
Activation of ATR in response to replication stress	18	0.75	2.45392321200864
Toll Like Receptor 10 (TLR10) Cascade	34	1.41666666666667	2.10417115080596
Reversal of Alkylation Damage By DNA Dioxygenases	1	0.0416666666666667	0.204124145231932
Inositol transporters	3	0.125	0.612372435695794
VEGFA-VEGFR2 Pathway	53	2.20833333333333	2.34018146205851
Hedgehog ligand biogenesis	31	1.29166666666667	3.31635167100793
Phosphorylation of Emi1	5	0.208333333333333	0.414851116999053
Metabolism of mRNA	88	3.66666666666667	6.40425583136895
Dermatan sulfate biosynthesis	3	0.125	0.337831962346088
Heparan sulfate/heparin (HS-GAG) metabolism	22	0.916666666666667	1.71734544059104
CREB phosphorylation through the activation of CaMKK	3	0.125	0.337831962346088
Interferon Signaling	70	2.91666666666667	3.57426388489163
MEK activation	2	0.0833333333333333	0.28232985128664
FGFR1c and Klotho ligand binding and activation	0	0	0
MPS II - Hunter syndrome	62	2.58333333333333	2.94761018404766
S33 mutants of beta-catenin aren't phosphorylated	38	1.58333333333333	2.79621897921285
mRNA Splicing - Minor Pathway	24	1	2.08514414057075
Stimulation of the cell death response by PAK-2p34	1	0.0416666666666667	0.204124145231932
Crosslinking of collagen fibrils	0	0	0
Integration of viral DNA into host genomic DNA	0	0	0
Scavenging by Class F Receptors	1	0.0416666666666667	0.204124145231932
Integrin alphaIIb beta3 signaling	12	0.5	1.0215078369105
Norepinephrine Neurotransmitter Release Cycle	14	0.583333333333333	0.583592075121765
disassembly of the destruction complex and recruitment of AXIN to the membrane	20	0.833333333333333	1.23944821757828
Utilization of Ketone Bodies	1	0.0416666666666667	0.204124145231932
Metabolism of amino acids and derivatives	92	3.83333333333333	7.30495166586198
Export of Viral Ribonucleoproteins from Nucleus	18	0.75	1.29379791446665
Generic Transcription Pathway	259	10.7916666666667	18.2232034759956
Pre-NOTCH Processing in Golgi	7	0.291666666666667	0.858672720295521
Activation of GABAB receptors	15	0.625	1.01349588703826
Synthesis and interconversion of nucleotide di- and triphosphates	10	0.416666666666667	1.24818709114169
Influenza Viral RNA Transcription and Replication	42	1.75	2.92292289683966
mitochondrial fatty acid beta-oxidation of saturated fatty acids	3	0.125	0.337831962346088
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	23	0.958333333333333	1.8528278426483
Terminal pathway of complement	2	0.0833333333333333	0.28232985128664
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	6	0.25	0.442325868464691
Global Genomic NER (GG-NER)	18	0.75	2.25060378372213
HIV Transcription Initiation	29	1.20833333333333	2.10546218548155
Scavenging by Class H Receptors	7	0.291666666666667	0.464305621487537
Mitotic G1-G1/S phases	67	2.79166666666667	5.97806982566946
Platelet homeostasis	34	1.41666666666667	1.8157922373651
FCERI mediated NF-kB activation	14	0.583333333333333	0.974307632279888
Pyruvate metabolism and Citric Acid (TCA) cycle	18	0.75	1.07339364309813
Formation of RNA Pol II elongation complex	25	1.04166666666667	1.70623324433032
Serotonin receptors	7	0.291666666666667	0.550032937090187
Prolactin receptor signaling	7	0.291666666666667	0.858672720295521
Cleavage of Growing Transcript in the Termination Region	20	0.833333333333333	2.03590951081621
EGFR downregulation	12	0.5	0.659380473395787
Formation of the Early Elongation Complex	21	0.875	1.70198094302926
CTLA4 inhibitory signaling	5	0.208333333333333	0.508977377704051
Fertilization	19	0.791666666666667	1.2150922908826
SMAD4 MH2 Domain Mutants in Cancer	27	1.125	1.45400496380948
Degradation of cysteine and homocysteine	3	0.125	0.612372435695794
Regulation of the Fanconi anemia pathway	4	0.166666666666667	0.380693493813441
Mitochondrial transcription initiation	1	0.0416666666666667	0.204124145231932
Release of Hh-Np from the secreting cell	4	0.166666666666667	0.637022057270606
Pre-NOTCH Transcription and Translation	27	1.125	1.54110350074224
Defective HLCS causes multiple carboxylase deficiency	48	2	2.94883912309794
Interaction With Cumulus Cells	0	0	0
Mitochondrial iron-sulfur cluster biogenesis	2	0.0833333333333333	0.28232985128664
Multifunctional anion exchangers	1	0.0416666666666667	0.204124145231932
Neurophilin interactions with VEGF and VEGFR	2	0.0833333333333333	0.28232985128664
Death Receptor  Signalling	16	0.666666666666667	0.56465970257328
Defective BTD causes biotidinase deficiency	48	2	2.94883912309794
Loss of Function of TGFBR2 in Cancer	27	1.125	1.45400496380948
Apoptotic factor-mediated response	1	0.0416666666666667	0.204124145231932
Growth hormone receptor signaling	10	0.416666666666667	1.0179547554081
Abacavir transport and metabolism	3	0.125	0.337831962346088
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	4	0.166666666666667	0.380693493813441
Downstream signal transduction	91	3.79166666666667	4.47193340802355
Zinc influx into cells by the SLC39 gene family	5	0.208333333333333	0.508977377704051
Ion transport by P-type ATPases	24	1	1.53226175536575
Nonsense-Mediated Decay (NMD)	43	1.79166666666667	2.82810685897777
mRNA decay by 5' to 3' exoribonuclease	4	0.166666666666667	0.380693493813441
Synthesis of dolichyl-phosphate mannose	1	0.0416666666666667	0.204124145231932
FGFR4 ligand binding and activation	7	0.291666666666667	0.550032937090187
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	4	0.166666666666667	0.380693493813441
ERK activation	3	0.125	0.337831962346088
ABH3 mediated Reversal of Alkylation Damage	1	0.0416666666666667	0.204124145231932
GPVI-mediated activation cascade	14	0.583333333333333	1.10006587418037
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	1	0.0416666666666667	0.204124145231932
Toll-Like Receptors Cascades	63	2.625	3.44916499031791
SHC activation	2	0.0833333333333333	0.28232985128664
PIP3 activates AKT signaling	58	2.41666666666667	3.16113169975381
GRB2 events in EGFR signaling	6	0.25	0.442325868464691
Regulation of pyruvate dehydrogenase (PDH) complex	5	0.208333333333333	0.588229965875272
Epigenetic regulation of gene expression	47	1.95833333333333	3.27678483281703
Regulation of IFNG signaling	2	0.0833333333333333	0.28232985128664
The fatty acid cycling model	0	0	0
Immune System	487	20.2916666666667	27.2324601176238
Signaling by constitutively active EGFR	8	0.333333333333333	0.701964118163034
Alternative complement activation	2	0.0833333333333333	0.28232985128664
Double-Strand Break Repair	12	0.5	1.14208048144032
mTORC1-mediated signalling	5	0.208333333333333	0.832970935693524
NCAM signaling for neurite out-growth	31	1.29166666666667	1.60106395784224
Glycoprotein hormones	5	0.208333333333333	0.414851116999053
Heme biosynthesis	4	0.166666666666667	0.481543412343077
Early Phase of HIV Life Cycle	1	0.0416666666666667	0.204124145231932
Activation of DNA fragmentation factor	2	0.0833333333333333	0.28232985128664
Gap-filling DNA repair synthesis and ligation in TC-NER	9	0.375	1.24455335099716
CYP2E1 reactions	7	0.291666666666667	1.42886901662352
Transcriptional activation of mitochondrial biogenesis	27	1.125	1.29589653371207
Pyrophosphate hydrolysis	1	0.0416666666666667	0.204124145231932
Ethanol oxidation	1	0.0416666666666667	0.204124145231932
Nuclear import of Rev protein	19	0.791666666666667	1.47380509202383
REV-ERBA represses gene expression	20	0.833333333333333	0.963086824686154
ER to Golgi Transport	4	0.166666666666667	0.481543412343077
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	7	0.291666666666667	0.69025305168635
Beta defensins	9	0.375	1.27901116696352
ADP signalling through P2Y purinoceptor 1	4	0.166666666666667	0.481543412343077
Toll Like Receptor 7/8 (TLR7/8) Cascade	41	1.70833333333333	2.34945260352957
Acyl chain remodelling of PG	6	0.25	0.442325868464691
Insulin receptor recycling	19	0.791666666666667	1.53167049091951
Recycling of eIF2:GDP	3	0.125	0.448427203146441
Collagen formation	45	1.875	2.2710369208034
Retrograde neurotrophin signalling	2	0.0833333333333333	0.28232985128664
Formation of annular gap junctions	1	0.0416666666666667	0.204124145231932
MPS IIIB - Sanfilippo syndrome B	62	2.58333333333333	2.94761018404766
Activation of BMF and translocation to mitochondria	0	0	0
Spry regulation of FGF signaling	7	0.291666666666667	0.464305621487537
SMAD2/3 MH2 Domain Mutants in Cancer	27	1.125	1.45400496380948
Keratan sulfate/keratin metabolism	19	0.791666666666667	1.28466428254256
TGF-beta receptor signaling activates SMADs	6	0.25	1.03209369308428
Negative regulators of RIG-I/MDA5 signaling	11	0.458333333333333	1.35065738154383
"Monoamines are oxidized to aldehydes by MAOA and MAOB, producing NH3 and H2O2"	4	0.166666666666667	0.56465970257328
