Signaling by Leptin	5	4	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Signaling by TGF-beta Receptor Complex	7	2	1	1	5	2	4	0	1	0	0	1	0	0	0	1	0	2	1	0	0	1	1	0	0	10	2	6	2	0	0	1	1	3	4	2	1	1	1	1	0	0	2	2	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
HDACs deacetylate histones	4	3	1	0	1	3	2	1	1	0	0	0	0	0	1	0	0	7	5	0	0	0	0	0	0	2	2	11	0	0	0	0	0	2	3	4	1	1	1	0	0	1	1	2	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0
Apoptotic execution  phase	8	1	2	2	10	9	4	1	1	0	0	0	0	0	1	0	3	1	2	0	1	2	1	0	0	4	1	6	1	2	2	0	0	2	4	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Extrinsic Pathway for Apoptosis	1	1	0	1	1	0	2	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	2	2	2	3	0	2	1	0	2	0	0	1	2	0	0	2	1	1	0	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Signaling by NODAL	3	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Signaling by BMP	1	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
Peptide hormone metabolism	9	2	0	0	5	5	2	1	2	0	0	0	0	0	2	0	0	0	1	0	2	1	2	2	0	5	2	8	2	2	0	1	0	5	4	3	2	1	5	1	0	1	1	4	4	0	2	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	2	0	0	0	0	0
PI3K/AKT Signaling in Cancer	16	2	2	2	11	6	5	3	5	2	0	0	1	2	0	3	3	2	2	2	3	4	9	4	1	9	2	16	1	2	1	3	1	9	4	3	2	5	1	2	0	1	3	2	3	2	2	0	2	0	2	1	0	0	1	1	0	0	1	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	2	1	10	2	1	2	2	3
DAG and IP3 signaling	3	0	2	1	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	2	0	6	0	1	0	1	0	2	3	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
Defects in vitamin and cofactor metabolism	14	5	2	3	11	11	2	2	2	0	0	0	0	1	0	0	1	1	2	0	2	2	12	1	0	8	0	8	0	0	2	2	0	7	4	3	2	1	1	2	0	1	1	3	3	0	1	0	4	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	7	1	0	0	1	1
Signalling by NGF	30	8	8	7	24	16	13	6	9	2	0	1	1	5	4	4	5	10	5	5	3	6	16	4	4	30	5	35	4	5	3	4	1	21	17	6	4	8	8	6	0	4	9	8	6	5	4	2	3	3	2	1	2	4	2	1	0	0	2	1	1	2	0	2	3	0	1	3	1	0	1	0	0	1	0	0	1	3	4	2	4	2	0	0	2	2	3	2	1	0	1	1	3	1	19	2	1	2	4	4
Signaling by EGFR	21	4	6	4	15	8	7	4	5	2	0	0	1	3	1	3	3	3	2	5	3	6	12	5	2	15	5	24	2	5	1	6	2	15	10	3	2	6	4	3	0	2	5	4	3	2	5	1	5	0	2	1	0	1	1	1	0	0	2	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	11	2	1	2	2	4
Detoxification of Reactive Oxygen Species	4	0	0	0	2	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	6	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Integration of energy metabolism	17	1	5	2	10	8	7	2	2	0	0	0	0	3	0	0	0	2	1	2	1	1	1	2	2	6	1	9	0	1	0	2	0	5	5	1	1	1	4	0	0	2	3	5	2	0	1	0	2	3	0	0	0	1	0	1	0	1	1	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	7	0	0	1	2	2
Aquaporin-mediated transport	5	0	3	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	1	0	1	3	1	6	0	0	1	1	0	3	3	0	1	1	4	0	0	0	2	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Signaling by ERBB2	21	3	6	4	15	9	8	5	5	3	0	0	1	3	1	3	3	3	2	5	3	5	9	4	1	14	3	25	1	5	1	5	1	13	9	3	2	6	2	2	0	2	4	3	3	2	4	0	3	0	3	1	0	1	1	1	0	0	2	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	1	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	3	1	10	2	1	2	2	3
Metabolism of nitric oxide	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibronectin matrix formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intrinsic Pathway	3	0	0	0	2	0	2	1	1	0	0	0	0	1	0	0	2	0	1	0	1	0	1	0	0	2	2	4	0	0	0	0	0	1	0	2	1	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Regulatory RNA pathways	6	0	1	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	3	1	0	0	2	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SLC-mediated transmembrane transport	38	4	2	4	18	14	8	9	9	0	0	1	2	1	1	1	3	4	5	1	0	2	8	3	1	19	0	30	0	5	7	2	2	15	15	5	3	5	4	1	1	3	5	7	5	0	3	0	5	2	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	3	2	0	0	0	2	0	1	1	1	0	1	1	2	1	0	10	2	2	1	0	0
mRNA Editing	0	1	1	1	1	2	2	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	2	1	0	1	1	0	1	1	0	2	1	1	1	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scavenging by Class F Receptors	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Integrin alphaIIb beta3 signaling	4	1	3	1	1	1	1	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	4	2	0	4	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0
Metabolism of amino acids and derivatives	37	4	1	4	17	16	9	5	6	4	0	1	0	0	2	1	2	4	3	2	1	0	8	0	1	10	2	15	0	5	2	4	0	15	14	4	4	2	5	1	0	2	0	6	3	1	3	0	2	2	1	1	1	0	1	0	1	0	1	1	1	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	10	0	1	0	0	0
Generic Transcription Pathway	75	10	62	10	39	28	17	7	7	6	1	2	1	3	1	1	1	2	12	0	4	2	16	3	4	14	7	29	4	6	4	4	4	18	23	9	6	2	13	3	1	3	8	10	5	4	3	4	3	12	0	0	0	2	4	1	2	1	1	0	0	0	1	1	3	2	0	2	1	0	1	0	3	1	0	0	1	2	2	2	1	2	0	0	0	6	1	0	0	1	0	1	0	1	14	1	2	1	0	0
Scavenging by Class H Receptors	1	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Platelet homeostasis	8	1	2	2	11	9	5	1	0	0	0	0	0	2	0	0	0	0	2	1	2	0	2	0	3	6	4	7	1	1	0	3	0	4	4	3	3	1	5	1	0	2	4	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	0
Fertilization	4	1	0	0	5	3	1	0	0	1	0	1	0	0	2	0	0	0	0	1	1	0	2	1	0	1	0	3	0	1	1	0	0	1	3	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mitochondrial iron-sulfur cluster biogenesis	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abacavir transport and metabolism	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PIP3 activates AKT signaling	16	2	2	2	11	6	5	3	5	2	0	0	1	2	0	3	3	2	2	2	3	4	9	4	1	9	2	16	1	2	1	3	1	9	4	3	2	5	1	2	0	1	3	2	3	2	2	0	2	0	2	1	0	0	1	1	0	0	1	0	1	1	0	1	2	0	1	1	0	0	1	0	0	1	0	0	1	1	2	1	3	1	0	0	0	1	2	0	0	0	1	0	2	1	10	2	1	2	2	3
Epigenetic regulation of gene expression	16	3	0	1	3	3	2	0	1	1	1	0	0	0	1	0	1	4	4	0	0	0	5	0	0	9	3	6	0	1	3	1	1	4	5	3	3	1	3	0	0	3	1	2	4	0	1	0	2	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	1	0	1	2	0	0	0	0	0
Double-Strand Break Repair	4	0	0	1	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	1	3	0	1	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ER to Golgi Transport	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collagen formation	10	3	3	2	21	15	7	2	2	0	0	3	3	1	1	0	2	3	4	0	1	0	4	1	3	4	2	6	0	0	0	2	0	8	4	1	2	1	3	1	0	1	2	5	0	1	1	0	3	3	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	2	1	0	1	0	1	0
"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	17	2	1	2	8	11	4	2	1	1	1	0	0	1	1	0	0	7	4	0	0	0	7	0	0	7	2	14	1	1	3	0	1	4	6	5	1	1	2	1	0	4	1	3	5	0	1	0	1	2	0	1	1	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	1	0	1	0	0	1	0	1	4	0	0	0	0	0
Base Excision Repair	6	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abnormal metabolism in phenylketonuria	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Regulation of beta-cell development	4	0	2	1	4	3	3	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	1	1	0	4	3	4	0	1	0	0	0	1	2	2	0	0	2	0	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Regulation of Apoptosis	13	1	0	0	2	4	4	1	1	2	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	4	2	5	0	0	0	0	0	6	6	3	1	2	5	1	0	1	0	2	2	1	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
mRNA Capping	8	0	0	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	1	0	0	1	1	0	0	0	2	2	0	1	3	0	0	2	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Post-translational protein modification	21	12	6	5	36	27	17	5	4	2	0	5	1	2	3	4	0	3	30	5	0	1	10	0	4	15	5	22	2	1	1	8	2	19	7	8	7	5	11	2	1	5	5	13	9	4	2	0	2	4	1	4	0	0	1	0	1	0	1	1	0	1	2	1	4	1	4	3	0	1	0	1	1	1	0	2	0	4	2	3	1	1	0	0	0	3	1	0	3	0	1	4	1	1	13	0	3	1	2	0
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Signaling by Hedgehog	16	0	0	0	3	4	2	2	1	2	0	1	0	0	0	0	0	2	0	0	2	0	1	0	1	5	2	5	0	0	0	0	0	7	8	4	0	2	4	1	0	1	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
Cytokine Signaling in Immune system	29	8	4	2	22	16	14	6	8	0	0	3	2	3	1	2	7	7	8	2	3	3	15	3	4	20	5	23	2	3	6	6	1	23	9	6	5	1	8	5	2	4	6	6	7	3	4	0	4	4	0	1	1	0	2	1	0	0	1	0	0	0	1	0	4	0	2	0	1	0	1	0	0	1	0	0	0	1	1	0	2	1	0	0	1	1	0	0	0	0	1	1	2	0	14	0	0	0	2	0
Scavenging by Class A Receptors	1	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Translocation of GLUT4 to the plasma membrane	8	0	1	0	14	11	2	0	1	0	1	1	0	1	0	0	0	3	0	2	2	1	3	1	0	2	2	9	1	0	1	1	1	4	7	8	0	2	0	1	0	1	0	4	7	0	3	1	0	2	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
Mitochondrial protein import	11	1	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	4	0	4	0	0	0	0	0	2	4	0	2	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mucopolysaccharidoses	15	2	2	1	16	14	6	2	3	1	0	1	2	0	4	1	2	1	2	2	1	0	13	1	1	13	2	12	1	3	3	1	1	10	7	1	0	3	2	1	1	5	2	4	2	0	3	1	4	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	1	1	1	1	7	1	1	0	2	0
Fanconi Anemia pathway	2	1	0	1	3	2	1	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	4	0	0	4	2	3	1	1	1	0	0	0	0	1	0	0	2	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Cell Cycle, Mitotic"	72	6	5	5	41	36	15	7	5	2	0	1	3	3	5	3	4	13	8	6	4	6	22	4	9	27	12	41	2	4	9	4	3	26	23	16	7	4	10	2	2	8	4	12	17	4	5	2	4	4	1	1	3	0	2	2	0	1	0	1	0	0	1	0	5	0	1	0	0	1	1	0	1	1	0	2	2	1	1	1	0	0	0	1	1	3	1	1	0	0	1	1	1	0	19	2	2	0	0	0
Golgi to ER Retrograde Transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elastic fibre formation	6	0	0	0	7	6	1	0	0	2	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	3	0	6	0	0	1	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	5	0	0	0	0	0
